Air_temp,age,sex,thermalsensation,thermalsensationacceptability,thermalpreference,thermalcomfort,clo,met,relativehumidity,airvelocity,BMI,outdoormonthlyairtemperature
22.8,35,Female,0,1,no change,6,0.94,1.2,38.9,0.06,24.21875,15.5
24.6,55,Male,0,1,no change,6,1.08,1.5,37.1,0.11,28.510617,15.5
25.8,35,Male,1,1,no change,5,1.13,1.2,34,0.05,26.76977989,15.5
25.5,35,Male,0,1,no change,6,1.38,1.5,35.1,0.1,25.63211647,15.5
26.4,35,Male,1,1,no change,6,0.94,1.1,34.1,0.09,27.75510204,15.5
26.6,35,Female,-0.5,1,cooler,5,0.8,1.3,33.4,0.08,22.97808012,15.5
26.2,35,Female,0.5,1,no change,5,1.24,1.4,34.8,0.08,25.00624114,15.5
26.2,25,Male,0,1,no change,5,1.08,1.4,34.8,0.08,21.79358524,15.5
26.4,25,Female,0.5,1,warmer,5,1.24,1.5,33.9,0.06,18.86808574,15.5
26.1,25,Female,1,1,cooler,6,1.81,1.4,34.4,0.06,25.390625,15.5
25.4,35,Male,0,1,warmer,6,1.44,1.3,35.6,0.07,20.11715561,15.5
25.5,25,Male,0,1,no change,6,0.84,1.4,35.2,0.12,29.173948,15.5
26,25,Male,0,1,no change,6,1,1.4,33.4,0.15,23.14010515,15.5
26,25,Male,0,1,no change,6,1,1.4,33.4,0.15,21.484375,15.5
23.2,35,Male,0,1,no change,6,1.11,1.6,39.4,0.15,20.32738448,15.5
24.3,25,Male,0,1,no change,6,1.28,1.1,39.9,0.03,22.79944302,15.5
24.3,25,Male,0,1,no change,5,1.5,1.4,39.9,0.03,22.4641571,15.5
25.3,35,Male,0,1,no change,5,1,1.1,37.3,0.1,22.37874298,15.5
25.3,35,Female,0,1,no change,6,0.97,1.1,37.3,0.1,28.49930378,15.5
23.7,25,Female,0,1,no change,6,1.35,1.3,40.6,0.04,19.33164964,15.5
23.8,35,Female,0,1,no change,6,0.91,1.7,40.4,0.05,20.3125,15.5
23.9,25,Female,0,1,no change,6,1.08,1.6,38.6,0.04,22.65625,15.5
24.1,35,Male,0,1,no change,6,0.84,1.5,39.1,0.02,23.91456998,15.5
21.6,25,Female,0,1,no change,6,0.99,1.3,41.7,0.05,28.49930378,15.5
23.3,25,Female,1,1,no change,6,0.68,1.1,38.2,0.02,24.2262147,15.5
23.5,35,Female,0,1,no change,6,1.05,1,38,0.01,25.833385,15.5
23.4,25,Female,-1,1,no change,6,1.12,1.1,38.5,0.02,20.96245906,15.5
22.4,35,Male,0,1,no change,4,1.35,1,39.2,0.05,22.65625,15.5
22.4,45,Male,0,1,no change,4,0.85,1,38.9,0.05,23.4793369,15.5
18.8,35,Male,0,1,no change,6,1.82,1.4,42,0.21,18.5546875,15.5
19.6,45,Male,-1,1,cooler,4,1.59,1.4,41.8,0.03,24.40604632,15.5
24,35,Female,0,1,no change,4,0.9,1.1,39.8,0.05,18.1551631,15.5
24.2,35,Female,-1,1,cooler,6,0.93,1.4,38.2,0.1,24.03440715,15.5
24.1,35,Female,0,1,no change,4,1.07,1.4,37.5,0.12,19.86351239,15.5
23.2,45,Female,0.5,1,no change,6,1.19,1,40.8,0.03,21.18102362,15.5
22.1,25,Male,0,1,no change,6,1.13,1.4,44.4,0.09,26.70012133,15.5
21.4,25,Male,-1,0,cooler,6,1.13,1.3,46.2,0.07,23.13472895,15.5
21.6,25,Male,-1,0,cooler,4,1.22,1.1,46.3,0.09,23.47414599,15.5
21.9,25,Male,-2,1,cooler,6,0.7,1.2,46,0.07,22.4385219,15.5
22,25,Female,-1,1,no change,5,0.89,1.1,45.2,0.05,22.57495591,15.5
22,35,Male,0,1,cooler,3,1.24,1.1,45.2,0.05,22.14290143,15.5
22.9,25,Male,0,1,no change,5,1,1.5,43.7,0.13,26.00709486,15.5
22.9,35,Male,0,1,no change,6,1.05,1.1,43.6,0.1,27.27143431,15.5
22.9,25,Female,-2,1,cooler,4,1.08,1.3,43.6,0.1,28.36744235,15.5
24.6,25,Male,1,1,no change,5,1.26,1.1,38.9,0.14,18.53379174,15.5
23.7,25,Female,2,1,cooler,6,1.36,1.1,42.5,0.06,18.1551631,15.5
22.1,35,Male,0,1,cooler,2,1.21,1.3,44.7,0.04,24.14058673,15.5
22.5,25,Male,0,1,no change,6,1,1.1,45.8,0.03,23.14814815,15.5
23.1,25,Male,0,1,no change,6,1,1.1,43.3,0.06,19.72103697,15.5
23.3,25,Male,0,1,no change,6,1.26,1.2,43.8,0.12,23.47001488,15.5
23.3,45,Male,0,1,no change,6,0.95,1.1,42.8,0.05,29.02494331,15.5
23.4,25,Male,0,1,no change,5,1.16,1.4,42.9,0.07,24.08063237,15.5
23.6,25,Male,0,1,no change,6,1.19,1.3,42.5,0.06,24.22145329,15.5
23.9,35,Female,0,1,no change,5,1.03,1.4,41.7,0.02,23.68060292,15.5
23.6,25,Male,0,1,no change,5,1.21,1.1,42.4,0.09,24.94679546,15.5
23.1,25,Male,0,1,no change,6,1.31,1.1,43.2,0.08,27.68541615,15.5
23.1,25,Female,-1,1,no change,6,1.22,1.2,44,0.07,23.4375,15.5
23.1,25,Male,0,1,no change,5,1.08,1.5,44,0.07,21.80273471,15.5
23.6,25,Female,0,1,no change,6,1.08,1.1,44.3,0.13,24.94679546,15.5
23.9,25,Male,-1,1,no change,5,1.16,1.1,43.1,0.08,23.45041901,15.5
24.1,35,Male,0,1,no change,6,1.03,1.1,42.9,0.08,27.14798329,15.5
23.8,25,Male,0,1,no change,1,1.25,1.1,43.5,0.11,20.78772746,15.5
23.8,25,Female,0,1,no change,4,1.13,1.4,43.5,0.11,22.1718317,15.5
23.6,25,Male,0,1,no change,6,1.02,1.6,44.4,0.12,23.75521842,15.5
23.7,35,Male,0,1,warmer,3,1.22,1.5,44,0.13,31.37798917,15.5
23.5,25,Male,0.5,0,warmer,2,0.95,1.4,44.8,0.05,20.22325835,15.5
25.2,25,Male,1,1,no change,6,1.02,1.6,38.9,0.08,26.48758822,15.5
24.6,35,Male,0,1,no change,6,1.11,1.1,42.1,0.15,31.85216305,15.5
24.3,25,Male,1,1,warmer,5,0.92,1.1,42.4,0.09,22.0721003,15.5
24.2,35,Female,1,1,no change,3,1.11,1.1,43.1,0.08,21.484375,15.5
24.1,25,Male,0,1,cooler,5,1.19,1.1,43.4,0.16,25.14644451,15.5
24.1,25,Male,0,1,no change,6,0.93,1.4,43,0.12,22.65625,15.5
23.5,25,Male,0,1,no change,5,0.88,1.1,44,0.05,16.72793272,15.5
23,25,Male,1,1,warmer,6,1.16,1.3,45.8,0.06,31.85216305,15.5
23,25,Male,0,1,no change,6,0.97,1.1,45.8,0.06,28.13365651,15.5
23.1,25,Female,0,1,no change,5,1.09,1.1,45.5,0.03,22.92238771,15.5
23,25,Female,0,1,cooler,5,1.09,1.1,46,0.16,20.96245906,15.5
23.2,35,Female,0,1,no change,5,1.16,1.1,45.5,0.09,27.81557067,15.5
23.2,25,Male,0,1,no change,6,1.03,1.1,45.2,0.06,23.1206236,15.5
24.5,25,Male,0,1,no change,6,1.1,1.1,43.9,0.09,19.78969754,15.5
23.7,25,Male,0,1,no change,5,0.84,1.3,45,0.03,19.10009183,15.5
24.5,45,Male,0,1,no change,6,1.15,1.1,43.3,0.06,23.14010515,15.5
24.3,35,Male,1,0,warmer,5,1.04,1.1,44.5,0.1,24.16456205,15.5
24.7,25,Male,1,0,warmer,5,1.04,1.1,43.8,0.05,22.79944302,15.5
24.7,35,Male,-1,1,cooler,6,1.04,1.4,43.3,0.08,22.79944302,15.5
24.7,35,Male,1,0,warmer,6,1.04,1.1,44.4,0.05,27.68541615,15.5
24.6,25,Female,1,1,no change,6,1.04,1.1,44,0.05,21.95837725,15.5
24.7,35,Male,-1,0,cooler,6,1.09,1.1,43.1,0.09,30.2601375,15.5
24.8,25,Male,-1,1,no change,6,1.04,1.1,42.1,0.06,23.14010515,15.5
25,25,Male,0,1,no change,5,0.74,1.1,42.3,0.06,19.49195244,15.5
25,35,Male,0,1,no change,6,0.92,1.1,42.7,0.08,26.57148171,15.5
25,25,Male,0,1,no change,6,1.04,1.1,42.6,0.08,25.63211647,15.5
24.9,35,Male,0,1,no change,6,1.32,1.4,42.9,0.09,23.49610677,15.5
24.6,45,Male,0,1,no change,6,1.04,1.1,43.3,0.09,23.45041901,15.5
24.2,25,Female,-1,0,cooler,6,0.77,1.1,43.7,0.07,21.27814907,15.5
24.5,35,Male,0,1,no change,5,1.04,1.1,42.9,0.05,26.92622628,15.5
24.8,35,Male,0,1,no change,5,0.74,1.2,41.8,0.08,23.12893796,15.5
24.7,35,Female,1,1,warmer,5,0.74,1.5,43,0.06,24.5851167,15.5
25,35,Male,0,1,no change,6,1.14,1.6,42.8,0.07,26.88780888,15.5
25.1,35,Male,1,0,warmer,6,1.04,1.1,41.7,0.11,23.45041901,15.5
24.8,45,Female,1,0,warmer,5,1.31,1.6,42.1,0.1,23.4375,15.5
25.7,35,Male,0,1,no change,6,1.04,1.7,40.9,0.06,20.703125,15.5
25.2,25,Male,0,1,no change,6,1.04,1.1,42.2,0.08,26.87867813,15.5
25.2,25,Male,0,1,no change,6,1.09,1.6,42.7,0.06,22.4385219,15.5
25.1,35,Male,1,0,warmer,5,1.04,1.1,44,0.1,22.77555576,15.5
25.2,25,Female,2,0,warmer,5,1.38,2.1,43,0.05,21.76870748,15.5
25.3,25,Male,1,0,warmer,6,1.04,1.8,43.6,0.08,24.40604632,15.5
25.4,25,Male,0,1,no change,6,1.04,1.1,44,0.09,23.91456998,15.5
25.8,25,Female,1,1,no change,6,0.68,1.1,42.7,0.07,17.97636731,15.5
26,25,Male,0,1,no change,6,1.04,1.6,43.2,0.12,19.56823633,15.5
26.3,45,Male,1,0,warmer,6,1.14,1.1,42.3,0.07,26.0932752,15.5
25.9,45,Male,1,0,warmer,6,0.92,1.4,43.7,0.11,24.81115858,15.5
26,35,Male,1,0,warmer,5,1.04,1.1,42.4,0.13,22.01187834,15.5
26,35,Male,0,1,no change,6,1.04,1.1,43.2,0.07,30.84630527,15.5
25.9,25,Female,1,1,no change,6,0.95,1.1,42,0.11,23.828125,15.5
25.8,45,Female,1,1,no change,6,0.96,1.1,42.6,0.07,24.97227217,15.5
26,35,Male,0,1,no change,6,1.04,1.3,44.5,0.12,22.79944302,15.5
25.5,35,Male,0,1,no change,6,0.92,1.1,42.6,0.08,25.38228817,15.5
25.6,35,Male,1,0,warmer,5,0.92,1.3,43,0.09,31.06872263,15.5
25.6,35,Male,0,1,no change,6,0.92,1.2,42.9,0.12,24.47587266,15.5
25.4,45,Male,0,1,no change,6,0.74,1.1,43.3,0.13,20.24493845,15.5
25.3,25,Male,0,1,no change,6,1.04,1.1,44.8,0.17,23.81935402,15.5
25.2,25,Male,0,1,no change,6,1.09,1.1,44.7,0.09,25.14644451,15.5
25,25,Female,0,1,no change,6,1.22,1.1,45.1,0.1,22.1718317,15.5
25,35,Male,0,1,no change,6,1.04,1.3,44.7,0.19,23.99402733,15.5
25.1,25,Male,1,0,warmer,6,1.04,1.1,44.4,0.08,22.4385219,15.5
25,25,Male,0,1,no change,6,1.04,1.4,44.8,0.14,23.84620154,15.5
25.4,35,Male,0,1,no change,6,1.04,1.3,45,0.08,23.47414599,15.5
25.4,35,Male,0,1,no change,6,1.44,1.1,43.9,0.12,24.20811,15.5
25.2,35,Male,1,0,warmer,6,1.04,1.3,44.7,0.1,28.15311753,15.5
25.4,35,Male,1,0,warmer,5,1.04,1.3,45.8,0.1,22.74560762,15.5
23.8,35,Female,1,1,warmer,4,1.47,1.5,43.9,0.11,20.96245906,15.5
24.3,35,Male,0.6,1,no change,5,0.86,1.1,43.5,0.05,37.29068808,15.5
24.4,35,Male,0,1,warmer,6,0.96,1.4,43,0.09,27.77777778,15.5
24,35,Male,-2,1,cooler,3,1.18,1.3,42.9,0.06,27.61664234,15.5
23.9,45,Male,1,1,no change,6,1.35,1.4,43.4,0.04,24.16456205,15.5
23.9,25,Male,1,1,warmer,6,0.89,1.4,43.1,0.04,29.10209902,15.5
24.1,35,Male,1,1,warmer,5,1.09,1.3,43.2,0.03,25.89060219,15.5
24.3,35,Female,0.6,1,no change,6,1.35,1.3,43.1,0.08,24.20811,15.5
24.2,25,Female,0,1,no change,6,1.25,1.5,43,0.04,20.36727373,15.5
24.3,25,Male,1,1,warmer,6,1.24,1.1,42.6,0.05,21.79930796,15.5
24.8,35,Male,-2,1,no change,6,1.18,1.1,41.2,0.06,23.87511478,15.5
24.7,35,Male,-2,0,cooler,4,0.9,1.3,42.4,0.03,23.99402733,15.5
24.6,35,Male,1,1,no change,3,1.04,1.4,42,0.06,23.38137739,15.5
24.8,35,Male,-1,1,no change,5,1.09,1.3,41.4,0.06,24.92011324,15.5
25,25,Female,0,1,no change,6,1.07,1.1,41.8,0.02,17.35646758,15.5
24.9,25,Male,0,1,no change,5,0.9,1.4,41.2,0.03,23.47414599,15.5
24.3,25,Male,1,1,no change,5,0.68,1.3,41.3,0.07,21.60493827,15.5
24.2,35,Male,1,1,no change,4,1.28,1.4,42.9,0.05,27.5204632,15.5
24.3,25,Male,0,1,no change,6,0.7,1.4,43.9,0.09,22.79944302,15.5
24.4,25,Male,0,1,no change,6,1,1.3,43.2,0.08,18.9796298,15.5
25.5,25,Male,0,1,no change,6,1.1,1.2,42.2,0.05,21.03725347,15.5
24.9,45,Male,-1,1,no change,4,1.24,1.1,42.5,0.05,25.30617306,15.5
24.4,25,Male,1,0,warmer,6,0.74,1.4,42.9,0.06,29.34268249,15.5
24.6,25,Male,0,1,no change,5,0.74,1.3,43.1,0.13,23.71184463,15.5
24.4,35,Male,1,0,warmer,4,1.09,1.4,43.2,0.05,27.09925101,15.5
25,35,Male,1,1,warmer,5,0.96,1.1,43.4,0.08,20.17566496,15.5
25.1,25,Female,1,1,no change,5,0.73,1.3,43.5,0.08,20.0220657,15.5
25.2,25,Female,-0.5,1,no change,6,1.19,1.1,43.1,0.05,19.66809336,15.5
25.3,25,Male,1,0,warmer,5,1.12,1.3,42.6,0.08,19.43058811,15.5
25.2,35,Male,0,1,no change,4,0.88,1.3,44.2,0.04,30.7615735,15.5
25,35,Male,1,1,warmer,3,0.87,1.3,43.3,0.07,27.7274785,15.5
24.9,55,Male,0,1,no change,6,1.16,1.4,43.2,0.07,28.46944469,15.5
25.1,25,Male,1,1,warmer,5,0.74,1.2,43.5,0.1,33.21435214,15.5
25.2,45,Male,0,1,no change,6,1.24,1.3,44.1,0.1,28.02768166,15.5
24.9,25,Female,0,1,no change,4,0.81,1.2,43.8,0.05,16.93121693,15.5
25,25,Male,0,1,no change,6,0.94,1.1,44.3,0.13,23.47001488,15.5
24.8,25,Male,0,1,no change,6,1.35,1.1,43.8,0.1,30.17573341,15.5
24.8,25,Male,0,1,no change,6,1.35,1.3,43.2,0.07,27.76812618,15.5
24.9,25,Male,1,0,warmer,3,1.1,1.1,43.7,0.05,23.07118013,15.5
24.9,25,Female,0.5,1,warmer,6,0.9,1.1,43.9,0.04,20.29209221,15.5
24.9,35,Male,0.5,1,warmer,6,0.99,1.3,43.9,0.07,21.53310145,15.5
25.1,25,Male,1,1,warmer,6,1.41,1.4,43.1,0.06,16.76533965,15.5
25.1,35,Male,0,1,no change,6,1.46,1.1,43.9,0.04,22.78410353,15.5
24.8,25,Male,0.5,1,warmer,6,1.23,1.1,43,0.06,26.90389123,15.5
24.8,35,Male,0,1,no change,5,0.99,1.1,43.1,0.06,24.92011324,15.5
25.4,25,Female,1,1,no change,5,1.13,1.2,43.3,0.07,21.55925618,15.5
24.5,45,Male,0,1,no change,3,1.15,1.1,44.4,0.05,22.45594866,15.5
25,45,Male,0,1,no change,6,1.18,1.4,44,0.06,28.99290796,15.5
25,25,Male,1,1,no change,4,1.23,1.4,43.7,0.12,28.30064762,15.5
25.1,45,Male,0,1,no change,6,1.5,1.6,43.6,0.04,22.77318641,15.5
23,25,Female,0,1,no change,4,0.91,1.3,43.8,0.02,22.69395388,15.5
22.7,25,Female,-1,1,cooler,6,1.16,1.3,44.9,0.05,18.54371378,15.5
22.8,35,Male,0,1,no change,6,1.44,1.1,45.8,0.07,31.63271633,15.5
22.7,35,Female,1,1,no change,6,0.74,1.1,45.1,0.13,35.15625,15.5
22.6,35,Male,-2,0,cooler,5,1.5,1.3,45.6,0.05,24.67351873,15.5
22.5,25,Male,1,1,warmer,5,0.86,1.4,46.1,0.05,25.40923061,15.5
22.7,25,Male,0,1,no change,4,0.84,1.5,45.6,0.04,22.4641571,15.5
22.8,45,Male,-0.5,1,no change,5,1.13,1.5,45.1,0.03,25.83972174,15.5
22.9,25,Male,-1,1,no change,4,1.26,1.4,45.1,0.09,21.80273471,15.5
22.6,35,Male,0,1,warmer,5,1.04,1.1,45.8,0.07,24.85497811,15.5
22.1,45,Female,1,1,no change,6,1.08,1.4,46.1,0.05,24.59057697,15.5
22.7,25,Female,-1,1,cooler,4,1.93,1.1,46.1,0.05,18.94683799,15.5
23.3,25,Female,0,1,no change,6,0.67,1.1,45.2,0.03,24.18745276,15.5
23.7,25,Male,-1,1,no change,6,1.15,1.2,44.4,0.07,23.14010515,15.5
23.6,45,Male,0,1,no change,6,1.18,1.2,44.3,0.02,22.265625,15.5
23.7,25,Male,1,1,warmer,6,0.89,1.4,44.1,0.02,21.74810584,15.5
23.5,35,Male,1,0,warmer,4,1.17,1,44.2,0.09,27.6816609,15.5
24.1,25,Male,1,1,warmer,5,0.84,1.1,44.2,0.03,22.77897657,15.5
24.4,45,Male,0,1,no change,6,0.83,1.4,43.2,0.04,29.84044749,15.5
24.4,35,Male,0,1,no change,6,1.04,1.1,43.8,0.06,24.6092588,15.5
24.7,25,Male,0,1,no change,6,1.08,1.1,43.2,0.05,22.35174287,15.5
23.9,25,Male,0,1,no change,6,1.2,1.1,43.6,0.04,25.14644451,15.5
24.1,25,Male,2,0,warmer,4,1.05,1.1,44.2,0.07,30.48668503,15.5
24.1,35,Male,2,1,no change,4,0.86,1.3,44,0.07,22.14833292,15.5
23.9,25,Male,0,1,no change,6,1.02,1.1,43.3,0.05,23.87511478,15.5
23.8,25,Male,1,1,no change,6,0.93,1.3,43.8,0.06,24.1671624,15.5
26.5,35,Female,0,1,warmer,5,0.87,1.2,38.8,0.04,25.34158183,15.5
25.3,45,Female,0,1,no change,4,1.29,1.6,41.6,0.08,20.15621063,15.5
25.2,35,Male,2,1,warmer,4,1.22,1.1,42.3,0.05,28.48012941,15.5
25.2,25,Male,0,1,warmer,6,1.66,1.3,43.6,0.04,28.40550436,15.5
25.3,35,Female,0,1,no change,6,1.08,1.1,41.8,0.06,29.90413588,15.5
25.2,25,Male,1,1,warmer,5,0.82,1.2,42.1,0.03,25.15315023,15.5
24.6,25,Female,0,1,no change,5,0.59,1.3,42.2,0.04,21.36558327,15.5
24.2,35,Female,-0.5,1,cooler,5,1.56,1.4,43.2,0.05,20.15621063,15.5
24.4,45,Male,1,1,no change,4,1.06,1.2,43.3,0.06,20.07960128,15.5
24.4,35,Male,0,1,no change,5,0.97,1,43.5,0.05,25.30617306,15.5
24.5,25,Male,1,1,warmer,3,0.64,1.3,44.7,0.04,25.14644451,15.5
24.5,35,Male,0,1,no change,5,1.11,1.3,45.6,0.05,25.390625,15.5
24,45,Male,1,1,no change,5,1.02,1.3,44.6,0.09,28.73174689,15.5
24.2,35,Male,0,1,no change,4,1.15,1,44.8,0.07,26.88780888,15.5
24.9,25,Male,1,1,no change,5,1.44,1.7,43.7,0.1,27.76812618,15.5
24.2,45,Male,1,1,no change,4,1.1,1.3,44.5,0.05,29.296875,15.5
23.4,35,Male,0,1,no change,5,1.05,1,47.1,0.05,25.14644451,15.5
23.5,45,Male,0,1,no change,5,0.91,1.1,46.5,0.1,22.4385219,15.5
23.8,35,Male,0,1,no change,5,1.08,1.3,46.2,0.05,21.0498179,15.5
24,25,Female,1,1,no change,6,1.41,1.1,45.7,0.03,21.93748875,15.5
24.2,25,Male,1,1,no change,6,1.63,1.2,45.8,0.05,22.01187834,15.5
23.7,25,Female,1,0,no change,4,0.83,1.1,45.7,0.07,18.69969146,15.5
24.2,25,Male,1,1,cooler,4,0.84,1.3,45.3,0.05,26.15230229,15.5
23.9,45,Male,0,1,no change,5,0.99,1.3,45.4,0.06,25.14644451,15.5
19.3,35,Male,-2,0,cooler,4,1.29,1.5,51,0.07,17.08807765,15.5
20.2,45,Female,-1,0,cooler,4,1.12,1.4,49.1,0.09,30.13894917,15.5
19,55,Female,0,1,no change,5,1.24,1.3,52.3,0.07,28.92744596,15.5
18.5,45,Female,-1,0,cooler,5,1.58,1,53,0.05,30.13894917,15.5
18.3,55,Male,-1,0,cooler,6,1.09,1.4,54.1,0.09,24.20688414,15.5
18.5,45,Male,-1,1,no change,4,1.44,1.1,51.9,0.2,22.69395388,15.5
20.7,45,Female,0,1,no change,4,1.14,1.4,50.2,0.1,24.99370118,15.5
19.2,25,Male,-1,0,cooler,5,1.25,1.1,53.4,0.08,21.36009706,15.5
18.9,55,Male,-1,0,cooler,5,2.01,1.1,54.2,0.08,31.89056719,15.5
18.2,55,Male,-1,0,cooler,4,1.65,1.1,55.4,0.11,20.91786998,15.5
19.9,55,Male,-1,0,cooler,4,1.18,1.1,52,0.07,22.01187834,15.5
18.7,55,Male,-1,0,cooler,4,1.07,1.8,54,0.08,25.27611485,15.5
18.2,45,Female,0,1,no change,4,0.92,1.4,55.6,0.15,34.17519623,15.5
18,45,Female,-2,1,cooler,5,1.16,1.1,56,0.08,31.25,15.5
17.8,25,Female,0,1,no change,5,1.45,1.1,56.8,0.09,19.80559517,15.5
18.1,55,Female,0,1,no change,6,1.41,1.1,56.9,0.1,24.16456205,15.5
18.8,55,Male,-2,0,cooler,4,1.31,1.1,55.6,0.13,24.16456205,15.5
18.1,45,Male,-1,0,cooler,5,1.2,1.1,56.9,0.07,22.4385219,15.5
17.7,45,Female,-1,0,cooler,4,1.4,1.1,58.7,0.06,22.50561703,15.5
17.5,55,Male,-2,0,cooler,6,1.3,1.1,59.2,0.07,28.48012941,15.5
17.4,45,Male,0,1,no change,4,1.35,1.1,58.8,0.06,25.89060219,15.5
18.9,45,Male,-1,0,cooler,6,1.32,1.1,59.1,0.05,22.77897657,15.5
18.9,45,Male,0,1,no change,5,1.61,1.4,56.9,0.1,26.41425401,15.5
19.8,25,Female,-1,1,no change,5,1.41,1.1,52.8,0.08,17.77693054,15.5
20.1,55,Male,-2,0,cooler,6,1.73,1.1,52.4,0.13,22.57495591,15.5
17.4,55,Male,-1,0,cooler,4,1.3,1.4,58.4,0.1,23.4375,15.5
17.3,55,Female,-1,1,no change,4,1.28,1.4,56,0.15,25.390625,15.5
16.5,25,Male,-2,0,cooler,5,1.4,1.3,59.1,0.1,19.34996221,15.5
16,25,Male,-1,0,cooler,4,1.35,1.3,60.7,0.09,20.17566496,15.5
19.7,55,Male,-1,0,cooler,4,1.09,1,52.1,0.13,20.54441979,15.5
19,55,Female,0,1,no change,3,1.29,1.1,53.4,0.08,25.833385,15.5
18.6,25,Female,0,1,no change,6,1.45,1.1,54.6,0.1,19.140625,15.5
18.5,45,Male,0,1,no change,5,1.38,1.1,55.1,0.07,24.94679546,15.5
18.6,65,Male,0,1,no change,5,1.11,1.2,55.7,0.08,22.69395388,15.5
18.7,45,Male,-1,0,cooler,4,1.89,1.1,56.4,0.1,25.49957926,15.5
18.1,25,Female,0,1,cooler,6,1.39,1.1,58.2,0.12,15.40831484,15.5
19.2,45,Male,-1.5,0,cooler,5,1.5,1.1,53,0.11,32.24993701,15.5
18.7,55,Male,-2,0,cooler,5,0.95,1.1,53.3,0.2,31.25780143,15.5
17.7,45,Female,-2,1,cooler,6,0.88,1.2,56.8,0.08,23.13472895,15.5
17.4,25,Female,-1,0,cooler,5,1.81,1.1,57.5,0.19,21.93748875,15.5
18.4,55,Male,-1,0,cooler,4,1.84,1.3,65.7,0.08,24.5851167,15.5
18.5,45,Male,-1,1,no change,5,1.52,1.1,55.8,0.12,29.34917112,15.5
18.6,45,Male,0,1,cooler,6,1.29,1.3,56.1,0.13,20.71248176,15.5
18.3,25,Male,-1,0,cooler,5,1.16,1.9,56.9,0.11,22.78526361,15.5
18.9,55,Female,-1,0,cooler,4,1.49,1.9,55.8,0.11,22.0721003,15.5
19.8,55,Male,0,1,no change,5,1.89,1.6,56.6,0.02,31.0150703,15.5
20.7,35,Female,0,1,no change,5,1.3,1.1,54.3,0.07,21.875,15.5
18.2,55,Male,-2,0,cooler,5,1.88,1.3,59.7,0.04,22.14833292,15.5
19.7,35,Male,-1,1,cooler,5,1.45,1.4,55.5,0.06,16.76429634,15.5
18.5,25,Male,0,1,cooler,6,1.48,1.3,50,0.02,19.58008897,15.5
19.1,55,Female,0,1,cooler,6,1.47,1.1,52.1,0.1,22.38893367,15.5
17.7,55,Female,-2,1,cooler,4,1.53,1.1,54.4,0.03,24.5851167,15.5
18.7,55,Female,-1,1,cooler,3,1.47,1.6,52.2,0.01,26.20307382,15.5
19.6,55,Female,-1,0,cooler,3,1.4,1.1,49.3,0.02,26.69449783,15.5
19.1,25,Male,-1,1,no change,4,1.3,1.1,51.1,0.02,24.5851167,15.5
19.4,55,Male,0,1,cooler,4,1.26,1.2,52.1,0.05,23.81935402,15.5
19.1,45,Male,-1,1,cooler,3,1.46,1.1,52.7,0.04,24.17269977,15.5
19.5,45,Male,0,1,no change,5,1.74,1.3,51.2,0.05,19.99502278,15.5
19.3,45,Male,-1,1,warmer,5,1.71,1.1,51.3,0.04,21.53310145,15.5
19.3,35,Male,0,1,no change,4,1.01,1.3,51.5,0.02,24.16456205,15.5
19.6,55,Male,0,1,cooler,3,1.26,1.3,50.6,0.09,22.65625,15.5
19.7,25,Male,-1,0,cooler,3,1.65,1.1,50.9,0.04,16.44901249,15.5
18.8,25,Male,-1,1,cooler,5,1.15,1.2,53.1,0.01,16.0200728,15.5
19,25,Female,-2,0,cooler,5,1.98,1.1,52.5,0.08,21.52782083,15.5
18.3,35,Male,-1,1,cooler,5,1.32,1.3,54.4,0.01,21.484375,15.5
18.6,45,Male,-1,1,cooler,3,1.95,1.3,53.7,0.01,26.70012133,15.5
18.5,45,Male,0,1,cooler,6,1.67,1.3,53.2,0.08,17.95081752,15.5
16.4,55,Male,0,1,no change,6,1.11,1.1,58.3,0.01,26.03311608,15.5
16.3,55,Male,-1,1,cooler,6,1.84,1.2,59,0.02,26.5625,15.5
16.3,35,Male,-1,1,cooler,5,1.58,1.3,58.6,0,24.16456205,15.5
16.4,45,Male,0,1,cooler,3,1.86,1.4,59.7,0.03,15.53436132,15.5
16.5,35,Male,0,1,no change,3,1.54,1.4,59.5,0.02,18.98644161,15.5
16.8,25,Female,-1,1,no change,5,1.18,1.1,58.6,0.17,17.02046541,15.5
19.6,45,Male,0,1,no change,4,1.55,1.1,51.4,0.31,24.57993082,15.5
19.3,25,Male,0,1,no change,4,1.51,1.1,50.7,0.11,21.00409544,15.5
19.1,45,Male,0,1,no change,5,1.1,1.3,51.6,0.01,23.14010515,15.5
18.4,55,Male,0,1,cooler,5,1.5,1.1,53.2,0.01,32.04014559,15.5
17.6,25,Male,-2,1,cooler,2,1.25,1.1,56,0.08,22.265625,15.5
17.7,45,Male,0,1,no change,5,1.83,1.2,56,0.04,24.94679546,15.5
17.6,55,Male,0,1,no change,6,1.59,1.1,54.8,0.03,24.67351873,15.5
16.5,25,Male,0,1,no change,5,1.88,1.1,56.3,0.04,22.09331387,15.5
17.2,55,Female,-1,0,cooler,4,1.41,1.1,59.5,0.02,30.23431595,15.5
18.1,45,Female,-1,1,cooler,5,1.37,1.1,57.4,0.02,24.92011324,15.5
16.2,65,Male,0,1,no change,6,1.23,1.1,60.3,0.02,29.34268249,15.5
