Air_temp,age,sex,thermalsensation,thermalsensationacceptability,thermalpreference,thermalcomfort,clo,met,relativehumidity,airvelocity,BMI,outdoormonthlyairtemperature
24.3,25,Male,0,0,no change,5,1.01,1.1,27.2,0.06,19.37503875,21.3
24.4,25,Male,1,0,cooler,4,0.7,1.1,26.6,0.04,21.36009706,21.3
24.6,55,Male,0,1,no change,6,0.73,1.1,28,0.04,27.41244646,21.3
24.2,45,Male,-1,1,no change,6,0.62,1,23.2,0.09,29.38475666,21.3
23.9,55,Male,-1,1,no change,6,0.9,1,23.6,0.09,29.296875,21.3
25.6,45,Female,0,1,no change,6,0.85,1.1,22,0.06,21.875,21.3
25.1,55,Male,-1,1,no change,6,1.16,1,22.9,0.04,26.25515455,21.3
24.4,45,Male,0,1,no change,6,0.7,1.4,25,0.02,21.76870748,21.3
24.7,45,Male,-1,1,no change,4,0.66,1.1,24.5,0.04,25.63211647,21.3
24.7,55,Male,0,1,no change,6,0.54,1.1,23.8,0,22.31572131,21.3
23.9,55,Female,-1,1,no change,6,0.91,1.3,24,0.08,27.34375,21.3
24,55,Male,-1,1,no change,6,0.92,1.3,26,0.1,23.11247226,21.3
23.6,45,Male,0,1,warmer,6,0.52,1.1,26.4,0.03,16.64932362,21.3
22.9,55,Male,1,1,no change,6,1.16,1.1,29.1,0.03,27.34375,21.3
24.9,45,Male,0,1,no change,6,1.03,1.1,27.3,0.04,22.14290143,21.3
25.1,55,Male,-1,0,no change,6,1.06,1.1,27.3,0.05,26.953125,21.3
26,55,Male,0,1,no change,6,0.99,1.1,25.8,0.02,26.41425401,21.3
25.3,35,Female,-1,1,no change,6,1.15,1.1,24.7,0.01,21.76870748,21.3
24.3,65,Male,-1,1,warmer,6,0.82,1.1,26,0.04,18.75468086,21.3
25.4,45,Male,-1,1,no change,5,0.88,1.1,23.3,0.13,25.51020408,21.3
24.4,35,Male,-1,1,cooler,6,1.09,1.4,25.6,0.02,21.36009706,21.3
25,45,Male,0,1,no change,6,0.75,1.1,23,0.12,21.47732076,21.3
23.8,45,Male,0,1,no change,6,0.55,1.1,24.2,0.22,23.84620154,21.3
23.6,65,Male,0,1,warmer,5,0.95,1.1,27.3,0.02,23.14010515,21.3
23.9,55,Male,0,1,cooler,6,0.55,1.1,24.8,0.1,27.35884546,21.3
22.9,55,Female,-1,1,no change,6,0.92,1.3,32.2,0.03,33.38573304,21.3
22.8,45,Male,-1,1,no change,6,1.05,1.4,29.8,0.06,22.0721003,21.3
22.7,45,Male,-1,1,no change,6,0.58,1.4,29.9,0.06,22.0721003,21.3
22.8,35,Male,0,1,no change,6,0.58,1.3,29.8,0.04,17.2469394,21.3
24.1,25,Male,-1,1,no change,6,1.25,1.3,24.4,0.04,21.85727788,21.3
21.8,25,Male,0,1,no change,6,0.64,1.2,24.2,0.16,21.40289781,21.3
23.2,25,Male,-1,1,warmer,3,1.13,1.2,24,0.06,23.98687034,21.3
23.1,25,Female,-1,1,cooler,6,1.34,1.1,23.9,0.09,24.18745276,21.3
22.8,25,Male,0,1,cooler,5,0.68,1.1,23.7,0.09,26.47627952,21.3
23.7,45,Male,0,1,no change,6,0.77,1,26.3,0.09,26.47627952,21.3
24.4,25,Female,-1,1,no change,6,0.97,1.1,28.2,0.05,23.68060292,21.3
24.8,25,Male,-2,1,no change,5,0.92,1,28.8,0.08,25.46938776,21.3
24.7,25,Female,-1,1,warmer,6,1.03,1.1,28.5,0.08,25.390625,21.3
25.5,55,Male,0,1,no change,6,0.7,1.4,22.7,0.2,18.44072597,21.3
24.7,55,Male,0,1,no change,6,1,1.1,28.6,0.06,24.54171575,21.3
24,55,Male,0,1,no change,6,0.74,1.1,30.7,0.02,23.40821008,21.3
25.9,55,Male,0,1,no change,6,0.75,1.7,25.9,0.11,24.08063237,21.3
25.6,25,Male,-1,1,warmer,6,1.48,1.3,23.1,0.11,23.47414599,21.3
24.3,25,Male,1,1,no change,5,0.7,1.1,23.6,0.22,21.36009706,21.3
23.7,55,Male,-1,1,no change,5,1.11,1.4,26.3,0.08,30.63683773,21.3
24,55,Male,0,1,no change,6,0.73,1.1,25.4,0.1,22.4385219,21.3
24.3,35,Male,-1,1,no change,6,0.8,1.4,26.1,0.05,28.36744235,21.3
24.5,45,Male,1,0,no change,6,0.99,1.1,26.5,0.08,23.47414599,21.3
23.8,45,Male,0,1,no change,6,0.65,1.2,26,0.12,25.68052473,21.3
23.7,55,Male,-1,1,no change,6,0.68,1.1,29.6,0.04,24.92011324,21.3
23.7,25,Male,0,1,no change,6,1.04,1.1,26,0.08,19.07696123,21.3
23.7,55,Male,0,1,cooler,6,0.68,1.1,27.8,0.13,30.0829004,21.3
25,55,Male,1,1,no change,6,0.83,1,33.1,0.1,19.72103697,21.3
23.7,45,Male,-1,1,no change,6,0.79,1.1,27.6,0.12,23.84620154,21.3
23.7,45,Male,0,1,no change,6,0.62,1.1,27.4,0.11,30.17573341,21.3
23.4,45,Male,0,1,no change,6,0.75,1.3,26.4,0.09,26.34411971,21.3
23.2,35,Male,-1,1,no change,6,1.1,1.1,27.7,0.09,28.1241278,21.3
23.3,55,Male,0,1,no change,6,1.1,1.1,27.6,0.12,24.5851167,21.3
22.9,45,Male,0,1,cooler,6,1.06,1.2,28.2,0.08,21.18102362,21.3
23.2,45,Male,0,1,no change,6,0.77,1.1,27.9,0.1,28.36744235,21.3
25,25,Male,-1,1,no change,6,0.64,1.1,31.7,0.12,24.97704316,21.3
24.9,25,Male,0,1,warmer,6,0.54,1.1,31.6,0.09,29.37758264,21.3
24.9,45,Male,0,1,no change,6,0.62,1.1,31.5,0.09,20.64809382,21.3
24.1,55,Male,-1,1,warmer,5,0.91,1.1,29.2,0.29,23.84620154,21.3
21,35,Male,0,1,no change,4,1.24,1.1,24.6,0.15,21.67207566,21.3
22.3,45,Male,-1.5,1,no change,5,1.43,1.3,26.5,0.02,22.57495591,21.3
22.3,35,Male,-0.5,1,warmer,4,0.77,1.1,25.6,0.02,27.34375,21.3
23,35,Female,-0.5,1,no change,6,0.63,1.2,24.5,0.36,27.98616708,21.3
23.8,45,Male,-1,1,no change,1,0.7,1.1,24.6,0.03,26.81359045,21.3
23.9,55,Male,-1,1,no change,6,1.22,1.1,24.7,0.14,29.34917112,21.3
23.6,25,Female,-1.5,1,warmer,6,0.97,1,24.5,0.09,22.12257844,21.3
23.6,25,Female,-2,1,no change,5,0.94,1.2,24.5,0.09,24.5851167,21.3
23.6,25,Female,-1,1,no change,5,1.04,1,24.5,0.09,19.53125,21.3
23.3,25,Male,-1,1,no change,4,0.64,1.1,23.4,0.03,27.68541615,21.3
24.8,25,Male,0,1,warmer,4,1.21,1,22.3,0.03,23.87511478,21.3
24.6,45,Male,1,1,no change,5,0.71,1.1,23,0.06,27.54820937,21.3
23.9,55,Male,-1,1,no change,6,1.04,1.4,23.4,0.06,20.80279105,21.3
24.5,45,Male,0,1,no change,6,0.7,1.1,22.2,0.22,26.70012133,21.3
24.2,45,Male,0,1,no change,3,1.17,1.1,22.7,0.11,20.68515024,21.3
24.3,25,Female,0,1,no change,6,1.04,1.1,22.4,0.2,19.37503875,21.3
23.7,35,Male,-1,1,cooler,4,0.84,1.1,24.2,0.03,23.87511478,21.3
24,55,Male,-0.5,1,no change,5,0.8,1.1,25.3,0.04,26.953125,21.3
25,55,Male,0,1,warmer,5,0.75,1.1,25.9,0.02,25.27611485,21.3
24.8,55,Male,0,1,no change,3,1.05,2.1,22,0.23,23.84620154,21.3
24.4,55,Male,1,1,no change,1,1.03,1.1,25.3,0.09,21.24452674,21.3
25,25,Male,-1.5,1,no change,5,1.49,1.1,23.8,0.03,18.51208412,21.3
23.8,45,Male,-1,1,no change,6,1.06,1.3,23.6,0.14,20.04632592,21.3
23.6,55,Male,0,1,no change,6,0.83,1.1,23.9,0.11,21.93748875,21.3
22.9,35,Male,-2,1,warmer,6,1.15,1.4,27.2,0.16,31.43061842,21.3
23.1,35,Female,-1,1,no change,6,0.82,1.1,26.9,0.04,28.36744235,21.3
23.5,35,Male,0,1,warmer,6,1.15,1.1,29.8,0.02,19.53125,21.3
23,45,Male,-2,1,no change,6,0.98,1,26.4,0.07,21.15190681,21.3
23.8,55,Male,-1,1,no change,6,1.24,1.2,25.6,0.13,26.15230229,21.3
23.3,45,Male,-2,1,warmer,1,1.08,1.4,24.9,0.17,30.63683773,21.3
24,25,Male,-1,1,no change,4,1.05,1.1,25.6,0.14,26.92622628,21.3
24,25,Male,-2.5,1,no change,6,1.31,1.5,25.6,0.14,20.42941836,21.3
24,65,Male,-1,0,no change,5,1.45,2.1,25.6,0.14,18.51208412,21.3
23.6,55,Male,-1,1,no change,6,0.74,1.1,26.4,0.08,22.0721003,21.3
23.7,65,Male,-2,1,no change,6,0.8,1.1,24.7,0.07,22.01187834,21.3
24.7,55,Male,-1,1,no change,5,1.03,1.1,30.8,0.04,26.78111865,21.3
24,55,Female,1,0,no change,1,1.08,1.1,27.9,0.03,31.44368859,21.3
24.2,45,Male,-1,1,no change,4,1.29,1.4,24.9,0.03,21.40289781,21.3
23.3,55,Male,0,1,cooler,5,0.92,1.1,26.2,0.05,24.85497811,21.3
23.9,35,Male,-2,1,no change,6,1.22,1.1,24.3,0.12,24.40604632,21.3
23.1,45,Male,-1,0,no change,4,1.18,1.1,26.9,0.08,24.48979592,21.3
21.8,55,Male,-1,1,no change,6,1.5,1.2,33.3,0.04,22.4385219,21.3
22.4,55,Male,-1,1,no change,6,1.08,1,32,0.04,26.41425401,21.3
22.7,25,Male,0,1,no change,6,1.28,1.1,31.5,0.04,21.79358524,21.3
23.2,55,Male,0,1,no change,6,1,1.1,29.4,0.03,32.29173125,21.3
23.8,25,Female,-1,1,cooler,6,0.86,1.1,28.1,0.07,21.76870748,21.3
22.4,45,Male,-1,1,no change,6,0.86,1.1,28,0.05,23.45041901,21.3
23.8,55,Female,-3,0,no change,6,0.82,1,27.6,0.06,29.296875,21.3
22.5,45,Male,-1,1,no change,5,0.65,1.4,31.9,0.09,25.63211647,21.3
22.9,25,Male,-1,1,no change,5,0.59,1.1,27.7,0.03,18.44072597,21.3
22.7,25,Male,-2,1,no change,6,1.09,1.2,32.8,0.04,24.54171575,21.3
23.6,25,Male,0,1,no change,4,1.26,1.1,26.5,0.04,21.40289781,21.3
22.8,55,Female,-1,1,cooler,6,1.13,1.1,31.1,0.04,25.00624114,21.3
23.5,55,Male,1,1,no change,6,0.89,1,26.5,0.03,26.03311608,21.3
23.2,55,Female,-3,1,no change,1,1.25,1.3,27.2,0,33.05618544,21.3
23.3,55,Female,-1,1,cooler,3,1.16,1.2,30.1,0.02,29.27783633,21.3
23.4,25,Female,1,1,no change,4,0.78,1.4,29.4,0.03,20.666708,21.3
23.6,55,Male,-2,1,cooler,6,1.18,1.1,25.1,0.07,24.16456205,21.3
24.1,45,Male,-1,1,no change,6,0.86,1.3,24,0.1,27.34375,21.3
24.4,45,Male,0,1,no change,6,1.22,1.7,22.4,0.03,17.93592749,21.3
24.2,35,Female,-1,1,cooler,6,0.89,1.1,23.1,0.05,24.18745276,21.3
23.8,55,Male,-2,0,no change,4,0.89,1.1,23.9,0.07,19.53125,21.3
23.8,55,Male,-2,1,cooler,6,0.71,1.1,24.1,0.08,26.20307382,21.3
23.9,45,Female,-1,0,cooler,4,0.8,1.4,24.6,0.05,23.3391584,21.3
22.6,55,Male,-1,0,no change,4,0.89,1.1,33,0.02,19.32937797,21.3
22.9,55,Male,-2,0,cooler,4,1.11,1.1,32.8,0.02,26.47627952,21.3
22.9,45,Male,-1,1,no change,4,1.01,1.4,31.7,0.04,24.08063237,21.3
23.4,25,Female,1,0,no change,2,0.74,1.1,29.1,0.05,17.60950267,21.3
23.5,25,Female,-1,1,no change,4,1.12,1.1,28.9,0.05,20.98531791,21.3
23.6,25,Male,0,1,no change,5,1.21,1.1,24.8,0.14,17.8977673,21.3
22.8,25,Female,-2,1,no change,6,1.16,1.1,27.6,0.03,16.67082743,21.3
22.8,25,Female,-1,1,cooler,6,1.03,1.1,28.4,0.11,21.09375,21.3
23,25,Male,-1,1,cooler,5,0.97,1.2,29.7,0.03,19.58008897,21.3
22.8,35,Female,-1,0,cooler,5,1.27,1.1,32,0.02,20.96245906,21.3
24.4,35,Male,0,1,cooler,6,0.86,1.1,27,0.02,22.01187834,21.3
25.5,25,Female,-1,0,no change,2,1.07,1.4,26.4,0.02,20.80279105,21.3
25.6,35,Male,0,1,no change,5,0.89,1.1,30.1,0.03,25.30617306,21.3
23.1,45,Male,0,1,no change,2,1.06,1,26.6,0.03,17.8977673,21.3
23.7,45,Male,1,1,no change,3,0.71,1.3,37.6,0.01,24.5851167,21.3
22.5,35,Female,-2,1,cooler,1,0.93,1.1,28.7,0.12,22.92238771,21.3
22.3,45,Male,0,1,cooler,4,1.04,1.1,27.1,0.12,30.13894917,21.3
23.5,35,Female,-1,1,no change,2,1.27,1.7,25.6,0.12,19.53125,21.3
23.6,35,Male,-1,1,warmer,6,1.02,1.1,37,0.08,21.71609868,21.3
23.7,45,Male,-1,1,no change,6,0.75,1.2,34.8,0.02,21.80273471,21.3
23.7,25,Male,-1,1,cooler,4,0.49,1.6,32.5,0.03,29.50516156,21.3
23.7,35,Male,-1,1,cooler,4,0.66,1.1,32.5,0.06,22.42810191,21.3
23.6,55,Male,0,1,no change,6,1.25,1.1,32.1,0.01,23.84620154,21.3
23.5,45,Male,-1,1,no change,6,0.68,1.1,32.4,0.14,22.4385219,21.3
23.3,45,Male,1,0,cooler,3,1.02,1.4,31.9,0.13,19.07696123,21.3
24.1,35,Male,-0.5,1,no change,5,1.17,1.3,30.3,0.11,22.76356439,21.3
24.2,45,Female,0,1,cooler,4,0.71,1.1,31.1,0.07,24.21875,21.3
24,55,Male,-1,1,no change,3,0.65,1.1,32.7,0.09,24.5851167,21.3
23.6,35,Male,-1,1,no change,6,0.85,1.4,32.6,0.04,25.42911634,21.3
23.6,45,Female,0,1,cooler,6,0.67,1.3,31.2,0.02,23.046875,21.3
24,45,Male,-1,0,cooler,4,0.7,1,32.8,0.04,20.91128443,21.3
24.4,35,Male,-1,1,no change,6,0.68,1.1,32.6,0.03,21.27814907,21.3
24.3,55,Male,0,1,no change,6,0.89,1.1,33,0.03,33.59375,21.3
24.4,35,Male,-1,1,cooler,3,0.99,1.3,31.1,0.03,27.18089991,21.3
24.3,45,Male,-1,1,cooler,6,0.93,1.1,31.7,0.03,17.84171263,21.3
24.5,45,Male,-1,1,no change,5,0.95,1.3,30.9,0.09,26.57148171,21.3
24.4,45,Male,-1,1,cooler,3,0.73,1.1,28.2,0.03,24.20688414,21.3
24.7,25,Male,-1,1,cooler,5,0.55,1.3,33.5,0.02,23.38868656,21.3
24.7,35,Male,0,1,cooler,5,0.71,1,26.1,0.09,22.78410353,21.3
24.4,45,Male,1,1,no change,6,0.55,1.1,27,0.06,28.65226643,21.3
24.4,45,Male,-1,1,cooler,4,0.55,1.1,26.1,0.25,24.18745276,21.3
24.7,35,Male,1,1,no change,6,1.1,1.6,26.2,0.03,21.76870748,21.3
24.7,45,Male,-1,1,no change,6,0.7,1.1,26.2,0.11,20.96245906,21.3
24.8,55,Male,0,1,no change,5,0.7,1.2,26.5,0.05,22.37874298,21.3
24.4,45,Male,-1,1,no change,6,0.65,1,23.4,0.18,25.71981439,21.3
24.6,45,Male,0,1,cooler,4,0.8,1.1,26.7,0.08,22.65625,21.3
24.7,25,Male,0,1,cooler,4,0.79,1.1,27.4,0.11,24.73146027,21.3
24.8,55,Male,0,1,cooler,6,0.55,1.1,25.7,0.09,24.16456205,21.3
25.1,45,Male,0,1,cooler,6,0.85,1.1,25.3,0.02,23.85210838,21.3
24.6,45,Male,-1,1,cooler,4,0.68,1.1,26.7,0.04,23.80879705,21.3
24.4,55,Male,0,1,cooler,6,0.85,1.1,26.5,0.09,22.97808012,21.3
24.8,55,Female,0,1,cooler,6,1,1.1,26.9,0.09,28.48240833,21.3
24.8,55,Male,-1,0,cooler,1,0.7,1.1,27.1,0.06,19.53125,21.3
24.7,45,Male,0,1,no change,6,1.01,1.1,33,0.06,24.92011324,21.3
23.8,35,Female,0,1,no change,6,0.74,1.3,37,0.03,23.78432855,21.3
25.2,55,Male,-1,1,cooler,6,0.62,1.1,35.6,0.01,26.82287414,21.3
25.2,45,Male,-1,1,no change,4,1.06,1.1,35.6,0.01,23.14010515,21.3
24,55,Male,1,1,cooler,3,0.71,1.4,39.6,0.02,24.56411162,21.3
24.2,45,Male,1,1,cooler,4,1.3,1,39.4,0.01,27.34375,21.3
24.2,45,Male,-1,1,cooler,1,0.89,1.1,39.4,0.01,22.14833292,21.3
24.4,35,Male,0,0,cooler,3,0.65,1.1,31.1,0.05,21.79358524,21.3
24.2,35,Male,0,1,cooler,6,0.71,1.1,29.8,0.11,31.00936524,21.3
24.1,35,Female,-2,1,no change,6,0.77,1.1,31.1,0.02,30.13894917,21.3
24.3,55,Female,-1,1,no change,6,1.19,1.4,31.1,0.03,29.50214004,21.3
24.3,55,Female,-1,0,no change,6,0.71,1.2,32,0.01,32.29173125,21.3
24.1,45,Male,0,1,cooler,3,0.49,1.1,32.9,0.02,27.96801606,21.3
24.5,35,Male,1,1,cooler,4,1.01,1.1,32.6,0.04,25.68052473,21.3
24.5,55,Male,0,1,cooler,6,0.94,1.9,32.7,0.02,23.72453724,21.3
25.8,25,Male,0,1,cooler,6,0.83,1.4,29.1,0.02,20.71248176,21.3
24.7,35,Male,1,1,cooler,4,0.86,1.1,31.2,0.08,23.84620154,21.3
25,25,Male,1,1,no change,6,0.72,1.2,30.7,0.04,22.72440348,21.3
24.7,55,Male,0,1,cooler,3,0.8,1.1,31.5,0.05,32.24993701,21.3
24.7,45,Female,1,1,cooler,6,1.03,1,29.8,0.01,23.4375,21.3
24.5,45,Male,-1,1,cooler,1,1.17,1.1,29.1,0.05,23.14010515,21.3
24.3,45,Male,0,1,cooler,6,0.99,1.1,30.3,0.08,19.33372992,21.3
24.5,45,Male,-1,1,cooler,6,0.68,1.1,29.1,0.04,24.16456205,21.3
24.5,45,Male,-1,0,no change,1,0.98,1.2,29,0.06,25.89060219,21.3
24.3,55,Male,1,1,cooler,4,0.87,1,26.4,0.01,25.71981439,21.3
24,55,Male,0,1,no change,1,0.6,1.1,28,0.04,27.98920978,21.3
24.2,35,Male,0,1,no change,6,0.97,1.3,27.3,0.15,18.9370029,21.3
24.6,45,Male,1.5,0,no change,3,0.71,1.2,27.5,0.06,24.50977008,21.3
24.4,55,Male,0,1,cooler,4,0.89,1.1,28.5,0.1,23.49610677,21.3
25.1,55,Male,1,1,cooler,5,0.71,1.3,28,0.02,25.48173044,21.3
25.2,25,Male,0,1,cooler,6,1.09,1.1,27.5,0.41,28.61544185,21.3
24.2,45,Male,-1,1,no change,6,1.08,1.2,29.5,0.41,29.70041322,21.3
24,45,Male,0,1,no change,6,0.81,1,27.9,0.11,21.36009706,21.3
24,35,Male,0,1,no change,2,0.69,1.1,27.5,0.05,23.11961853,21.3
24.3,25,Male,-0.5,0,no change,3,1.1,1.2,26.3,0.07,19.93609059,21.3
24.2,45,Male,0,1,no change,3,0.68,1.1,27.4,0.04,22.31572131,21.3
24.1,45,Male,1,1,no change,4,0.73,1,26.6,0.09,26.15230229,21.3
24.2,45,Male,0,1,cooler,6,0.87,1.1,25.4,0.04,24.51243423,21.3
24.1,45,Male,0,1,no change,4,0.71,1.1,26.4,0.04,27.18089991,21.3
23.8,55,Female,-1,1,cooler,4,1.02,1.1,25.9,0.05,27.41244646,21.3
24.1,35,Male,0,1,no change,4,0.83,1.3,26,0.02,24.16456205,21.3
23.9,55,Male,0,1,no change,6,0.67,1.1,36.4,0.06,20.29209221,21.3
24,55,Male,0,1,no change,6,0.58,1.3,36.9,0.09,26.70012133,21.3
24,45,Male,0.5,1,no change,4,0.68,1.4,35.7,0.07,20.64809382,21.3
24.2,45,Male,-1,1,cooler,4,0.55,1.1,35.1,0.06,26.14733748,21.3
24.3,45,Male,-1,1,cooler,6,0.77,1.3,33.8,0.08,22.60026298,21.3
24.2,45,Male,-1.5,1,no change,5,0.78,1.3,34.2,0.05,28.73192149,21.3
24.2,45,Male,0,1,no change,6,0.85,1.1,31.4,0.13,25.76298058,21.3
24.3,55,Male,-1,1,no change,6,0.62,1,32,0.12,26.5625,21.3
24.2,35,Male,-1,1,no change,4,0.91,1.3,31.9,0.1,22.4385219,21.3
24.3,45,Male,0,1,no change,5,0.77,1.1,32.7,0.11,25.30617306,21.3
24.5,45,Male,-1,1,no change,5,0.75,1.6,34,0.11,19.2898608,21.3
24.3,45,Male,1,1,no change,6,0.86,1.1,29.3,0.11,23.4375,21.3
24.1,45,Female,0,1,no change,6,0.68,1.1,30.3,0.09,26.171875,21.3
24.2,45,Male,0,1,no change,6,0.86,1.1,30.9,0.12,21.36009706,21.3
24.3,55,Male,0,1,no change,6,0.53,1.1,29.8,0.23,22.69395388,21.3
24.2,45,Male,0,1,no change,6,0.83,1.1,33.4,0.07,25.34158183,21.3
24.6,45,Male,0,1,no change,3,0.77,1.1,29.2,0.14,31.8468128,21.3
24.4,35,Male,-0.5,1,no change,6,0.7,1.1,31.1,0.17,29.28725559,21.3
25.8,45,Male,-1,1,no change,4,1.28,1.1,27.3,0.14,24.99370118,21.3
25.3,25,Female,0,1,no change,6,0.64,1.1,28.2,0.12,33.34165485,21.3
25.1,55,Female,0,1,warmer,6,1.08,1.1,29,0.13,20.3125,21.3
25,55,Female,-1,1,warmer,6,0.81,1.2,29.3,0.05,20.92524873,21.3
25.1,55,Male,0,1,warmer,6,0.49,1.1,28.9,0.13,26.41425401,21.3
25,45,Male,1,1,warmer,6,0.53,2,28.3,0.06,18.51208412,21.3
25,55,Female,0,1,no change,6,0.66,1.4,29.6,0.08,23.07218644,21.3
24.8,45,Male,0,1,warmer,6,0.68,1.2,29.6,0.01,22.77897657,21.3
24.6,55,Male,1,0,no change,5,0.64,1.3,29.7,0.06,24.92011324,21.3
25,35,Male,-1,1,warmer,5,0.8,1.1,30.1,0.06,21.2585034,21.3
25.1,35,Male,-1,1,warmer,6,0.64,1.1,30.3,0.13,24.5851167,21.3
25.3,35,Female,0,1,warmer,6,0.91,1.1,30.1,0.09,23.4375,21.3
24.9,35,Male,0,1,warmer,6,1.16,1.2,31.2,0.07,24.20688414,21.3
25.1,45,Male,-1,1,warmer,6,0.86,1.1,30.1,0.08,24.18745276,21.3
25,35,Female,-1,1,no change,5,1.15,1.3,32.1,0.14,21.09375,21.3
25.2,45,Male,0,1,warmer,5,1.13,1.3,29.9,0.1,25.63211647,21.3
25.5,45,Male,0,1,warmer,6,0.87,1.4,31.1,0.09,26.171875,21.3
24.9,55,Male,0,1,warmer,4,1.64,1.1,31.2,0.08,23.828125,21.3
24.2,55,Female,-1,1,warmer,2,0.68,1.2,33,0.05,23.2500465,21.3
24.1,35,Female,-2,1,warmer,1,0.49,1.1,32.1,0.06,24.18745276,21.3
24.3,45,Male,-1,1,warmer,6,0.91,1.3,28,0.06,14.6092038,21.3
24.3,25,Male,-1,1,warmer,6,0.73,1.4,26.8,0.13,21.93748875,21.3
24.3,35,Male,0,1,warmer,6,0.58,1.3,27.6,0.1,20.666708,21.3
24.2,35,Male,0,1,warmer,6,0.61,1.4,26.6,0.1,22.69395388,21.3
25.4,45,Male,0,1,warmer,6,0.81,1.1,27.7,0.08,23.47414599,21.3
24.8,45,Male,0,1,no change,5,0.77,1.3,27.7,0.07,23.47001488,21.3
24.7,45,Female,-1,0,warmer,6,0.92,1.1,26.6,0.09,31.25,21.3
24.7,55,Female,0,1,no change,6,0.87,1.1,27.8,0.11,27.98616708,21.3
24.7,45,Male,0,1,no change,6,0.86,1.9,27.4,0.07,20.17755515,21.3
25,25,Male,0,1,warmer,5,0.78,1.3,27.8,0.09,27.23274465,21.3
25,45,Male,1,0,warmer,3,0.66,1.1,28.4,0.1,31.18349432,21.3
24.8,35,Female,0,1,no change,2,0.81,1.1,29.8,0.07,28.34040663,21.3
24.7,45,Male,0,1,no change,6,0.77,1.1,30.2,0.08,25.31366009,21.3
24.9,45,Female,1,1,no change,5,0.83,1.1,30.2,0.05,28.21869489,21.3
30,45,Male,0,1,warmer,5,0.77,1.1,30.4,0.08,22.0721003,21.3
30,25,Female,0,1,warmer,6,0.68,1.1,29.6,0.08,21.52782083,21.3
23.4,35,Male,0,1,no change,6,0.89,1.4,42.3,0.05,25.68052473,21.3
23.4,25,Male,0,1,warmer,6,0.55,1.4,38.9,0.05,23.81935402,21.3
23.4,55,Male,0,1,no change,6,1.21,1.1,40.4,0.05,19.61228412,21.3
23.4,55,Male,0,1,no change,6,0.68,1.1,39.5,0.04,22.4385219,21.3
23.3,45,Male,0,1,warmer,4,1.52,1.3,40.2,0.04,24.16456205,21.3
23.6,35,Female,-1,1,warmer,6,0.87,1.3,38.2,0.04,27.34375,21.3
23.6,35,Male,0,1,no change,6,0.82,1.1,37.3,0.06,20.91128443,21.3
23.5,45,Male,-1,1,warmer,6,0.62,1,36.7,0.04,26.91272587,21.3
23.7,45,Male,2,1,no change,6,0.65,1.1,38,0.05,20.64809382,21.3
23.5,55,Male,0,1,warmer,6,0.94,1.1,34.3,0.05,24.5851167,21.3
23.7,35,Male,0,1,warmer,6,0.9,1.3,35.1,0.05,22.1718317,21.3
23.8,25,Female,0,1,warmer,6,0.8,1.3,33.5,0.04,17.97636731,21.3
23.8,45,Male,0,1,no change,6,0.55,1.1,33.8,0.04,24.20811,21.3
23.8,55,Male,-1,1,warmer,6,0.68,1.1,34.1,0.06,20.17755515,21.3
23.9,45,Male,0,1,no change,1,0.79,1.1,34.5,0.05,26.953125,21.3
23.6,45,Male,-0.5,1,no change,6,0.99,1.2,33.1,0.07,21.36009706,21.3
23.5,45,Male,0,1,warmer,4,1.58,1.1,31.7,0.03,19.58008897,21.3
23.6,55,Female,0,1,no change,6,0.93,1.1,32.5,0.05,28.21869489,21.3
23.7,25,Male,0,1,no change,6,0.9,2.1,32.4,0.05,24.40604632,21.3
23.8,45,Male,-1.5,1,no change,6,0.65,1.1,31.5,0.03,30.44976504,21.3
24,45,Male,-1,1,no change,6,0.83,1.1,32.5,0.05,22.72440348,21.3
24.8,55,Female,-1,1,no change,6,0.93,1.1,30.1,0.04,27.81557067,21.3
24.5,45,Male,-1,1,no change,4,0.68,1.1,30.6,0.06,21.25530497,21.3
24.3,35,Male,0,1,no change,5,1.27,1.2,31.3,0.04,23.14010515,21.3
24.4,45,Male,0,1,no change,6,0.55,1.3,31.5,0.05,25.390625,21.3
24.5,45,Male,0,1,no change,5,0.97,1.2,31.4,0.04,26.53375883,21.3
25.2,35,Male,1,1,no change,4,0.55,1.1,28.9,0.06,24.48979592,21.3
26.2,55,Male,-0.2,1,no change,4,0.6,1.1,29.5,0.04,29.34917112,21.3
25.9,25,Male,0,1,no change,6,0.81,1.4,29.7,0.04,22.03856749,21.3
25.9,35,Male,0,1,no change,6,0.55,1.1,29.7,0.04,19.29595696,21.3
25.3,45,Male,0,1,cooler,5,0.55,1.1,28.8,0.06,20.36727373,21.3
25,45,Female,0,1,no change,6,0.63,1.7,28.3,0.05,30.66143642,21.3
24.4,45,Male,0,1,no change,3,1.08,1.2,29.2,0.04,21.93748875,21.3
24.8,45,Male,-1,1,no change,4,0.71,1,29.2,0.07,28.46944469,21.3
24.3,45,Male,-1,1,no change,4,0.49,1.1,28.6,0.05,22.4641571,21.3
24.2,55,Male,1,0,no change,6,0.54,1.4,28.2,0.07,23.84620154,21.3
24.1,45,Male,0,1,no change,1,0.64,1.1,28.3,0.05,23.78432855,21.3
24.2,35,Male,-1.5,1,cooler,2,0.52,1.1,28.2,0.06,23.11390533,21.3
24.3,35,Male,0,1,no change,6,0.55,1,28.7,0.04,23.4793369,21.3
