TMP,AGE,CLO,MET,RH,AV,BMI,OTMP,SEX,TS
24,45,0.64,1.6,73.4,0,25.0995016,18.5,Male,0
29.3,55,0.55,1.3,76.4,0.39,27.02580965,38.1,Male,0
26.4,35,0.94,1.1,34.1,0.09,27.75510204,15.5,Male,1
19.1,45,1.14,1.1,28.2,0.08,22.69212374,8.5,Male,0
35.8,55,0.63,1,48.8,0.9,26.20307382,29.5,Male,1
24,55,0.71,1.4,39.6,0.02,24.56411162,21.3,Male,1
26.6,25,0.7,1.6,63.8,0.29,21.484375,38.1,Male,1
24.8,25,1.35,1.1,43.8,0.1,30.17573341,15.5,Male,0
21.3,35,0.97,1,78,0.02,16.0200728,18.5,Male,0
25,25,0.7,1.3,70.3,0.12,23.4375,30.8,Male,-1
24.8,35,0.7,1.6,37,0.02,25.40923061,18.5,Male,1
26.3,65,0.74,1.4,66.9,0.26,27.68541615,30.8,Male,-1
30.4,25,0.54,1.7,73.2,0.37,19.29595696,30.9,Male,0
21.2,45,0.7,1,86.3,0.02,23.84620154,18.5,Male,0
24.8,25,0.67,1.4,55.1,0.15,22.31572131,30.9,Male,0
22.6,35,0.53,1.1,48,0.07,23.828125,30.9,Female,-1
29.5,55,0.63,1.1,59.5,1.06,23.82865157,30.8,Female,1
22.7,45,0.64,1.2,55.7,0,23.14010515,18.5,Male,0
34.3,55,0.61,1,48.2,0.86,22.74560762,29.5,Male,2
24.4,45,0.68,1.1,30.1,0.04,25.70770213,21.3,Male,1
23.7,55,0.68,1.1,27.8,0.13,30.0829004,21.3,Male,0
28,45,0.87,1.1,69.7,0.24,24.59057697,30.8,Female,0
27.5,25,0.68,1.1,65.9,0.06,17.73746536,30.8,Male,0
25.5,25,0.67,1.1,68.1,0.13,21.484375,30.8,Female,0
25.2,25,0.57,1.1,52.4,0.05,21.67207566,29.5,Female,-1
35,55,0.42,1.1,50.4,0.61,30.13894917,30.9,Female,2
35.3,45,0.59,1.2,31.8,1.44,25.53210601,29.5,Male,3
26,45,0.64,1.4,59.4,0.66,29.06879615,30.8,Male,0
26.8,35,0.75,1.1,50.9,0.19,25.833385,29.9,Female,0
23.6,25,0.57,1.1,64.8,0.06,23.3391584,38.1,Female,0
23.2,25,0.49,1.3,50.3,0.11,23.99402733,21.3,Male,-2
24.4,25,0.73,1.1,54,0.07,22.74560762,30.9,Male,0
24.1,45,0.71,1.1,26.4,0.04,27.18089991,21.3,Male,0
23.3,45,0.95,1.1,42.8,0.05,29.02494331,15.5,Male,0
22.5,55,0.84,1.1,74.1,0.03,23.47414599,18.5,Male,0
25.2,25,0.82,1.2,42.1,0.03,25.15315023,15.5,Male,1
28.2,35,0.38,1.6,69.8,0.31,22.48132907,30.8,Female,-1
22.3,45,1.75,1.1,30.3,0.06,21.6450137,8.5,Male,0
24.9,25,0.74,1.1,51.4,0.09,22.69395388,29.5,Male,1
23.8,35,0.75,1.4,56.5,0.12,21.82657427,30.9,Male,0
25,25,0.53,1.5,64.8,0.05,19.53125,30.8,Female,0
21.8,55,0.75,1.5,77.6,0.02,20.3125,18.5,Female,0
23.2,25,0.74,1.1,48.6,0.08,21.53310145,30.9,Male,0
27.5,45,0.76,1.4,80,0.31,23.84620154,38.1,Male,0
31.6,55,0.59,1.2,71.7,1.04,30.2601375,30.9,Male,0
28.5,55,0.55,1.1,62.1,0.36,23.75521842,30.8,Male,0
24.9,35,0.7,1.1,45.5,0.07,26.70012133,30.8,Male,0
21.4,55,1.63,1.1,29,0.02,27.76812618,8.5,Male,0
25.3,25,0.78,1.1,64.5,0.11,20.02884153,30.8,Female,0
25.5,55,0.63,1.1,52.7,0,22.65625,18.5,Female,1
23.7,25,0.69,1.1,54.9,0.08,21.05768979,30.9,Male,0
30.8,25,0.7,1.1,72.9,0.99,17.8977673,29.5,Male,0
34.7,45,0.68,1.1,46.2,0.42,25.20018614,29.5,Male,2
33.2,45,0.68,1,52.5,0.42,24.92011324,29.5,Male,2
25.3,25,0.74,1.1,46.3,0.09,19.78287711,29.5,Male,0
24.2,45,0.79,1.1,52.9,0.01,26.47627952,18.5,Male,0
24.7,35,0.57,1.1,52.7,0.01,22.1718317,29.9,Female,0
28.4,35,0.7,1.6,60.2,0.3,23.4793369,30.8,Male,0
26.7,25,0.86,1.1,63,0.07,19.33372992,30.8,Male,1
30.6,45,0.44,1.3,71.6,0.42,22.08884634,30.9,Female,0
24.2,25,0.74,1.3,47.9,0.05,22.44612229,30.9,Male,0
23.8,25,0.86,1.1,28.1,0.07,21.76870748,21.3,Female,-1
26,35,0.68,1.4,58.3,0.38,24.85795455,30.8,Male,1
24.5,25,0.72,1.7,47.8,0.07,24.92011324,30.9,Male,0
23.4,35,1.02,1,73.6,0.02,19.93609059,18.5,Male,-1
25.3,25,0.64,1.6,44,0.06,22.01187834,18.5,Male,0
24.6,35,0.64,1.5,66,0.1,25.22449027,30.8,Male,1
20.8,45,1.73,1.1,27.7,0,28.21869489,8.5,Male,0
29.2,45,0.55,1.5,76.6,0.27,23.4375,38.1,Male,2
25.2,35,0.57,1.2,56.1,0.14,23.38120433,30.9,Female,0
24.8,55,0.7,1.2,26.5,0.05,22.37874298,21.3,Male,0
21.2,45,0.88,1.1,84.5,0,22.01187834,18.5,Male,0
16,25,1.35,1.3,60.7,0.09,20.17566496,15.5,Male,-1
23,55,1.01,1,73.7,0.01,22.0721003,18.5,Male,0
24.2,35,0.68,1.1,45.4,0.13,20.78772746,29.5,Male,-2
16.4,55,1.11,1.1,58.3,0.01,26.03311608,15.5,Male,0
24.3,25,0.62,1.1,68.2,0.11,24.92011324,30.8,Male,0
18.4,55,1.57,1.3,41.9,0.04,25.390625,8.5,Male,0
24,35,1.05,1.4,59.4,0.1,30.86303587,29.5,Female,-0.5
25,25,0.64,1.1,64.1,0.2,24.609375,38.1,Male,0
23.3,25,0.77,1.1,77.5,0.02,18.87400916,18.5,Male,0
34,25,0.63,1.1,51.3,0.41,26.20307382,38.1,Female,2
24.7,45,1.03,1,29.8,0.01,23.4375,21.3,Female,1
21.1,45,1.02,1.1,36.6,0.02,22.42810191,8.5,Male,0
25.8,25,0.78,1.4,66.8,0.31,24.14058673,30.8,Male,-1
25.9,35,0.87,1.3,46.4,0.21,27.98616708,29.9,Female,0
25.1,25,0.68,1.1,51.8,0.21,16.91886543,29.5,Male,0
24.8,35,0.69,1.2,64.5,0.03,23.66524436,38.1,Male,0
25.1,25,0.58,1.1,63,0.23,25.30617306,38.1,Male,0
26.2,25,0.7,1.1,64.2,0.21,23.99402733,38.1,Male,0
20.6,45,0.64,1.1,86.5,0.03,25.30617306,18.5,Male,0
22.3,55,0.89,1.4,79.1,0.03,25,18.5,Male,-1
29,35,0.7,1.1,39.7,0.05,32.43185495,29.9,Male,1
30,55,0.61,1.1,60.6,0.22,27.00932225,30.8,Male,0
22.1,35,1.21,1.3,44.7,0.04,24.14058673,15.5,Male,0
33.5,45,0.68,1.3,54.2,0.26,26.70012133,29.5,Male,2
26.3,55,0.55,1.4,72.7,0.04,27.00935793,30.8,Male,-0.5
26.5,25,0.69,1.2,60.4,0.08,20.13477975,38.1,Female,-2
26,25,0.69,1.1,49.2,0.11,26.82742078,29.9,Male,1
25.7,25,0.7,1.2,42.8,0.1,24.20688414,29.5,Male,-2
25.4,25,0.63,1.8,62.8,0.07,22.58270917,38.1,Female,0
25.1,35,0.64,1.1,30.3,0.13,24.5851167,21.3,Male,-1
18.1,25,1.39,1.1,58.2,0.12,15.40831484,15.5,Female,0
23.1,35,0.74,1.4,51.9,0.13,27.61664234,30.9,Male,-1
17.2,45,1.24,1.1,58.5,0.02,27.76812618,15.5,Male,0
24.8,25,0.55,1.1,64.7,0.17,15.61986965,30.8,Female,-1
26,25,0.71,1.3,65.2,0.27,19.66809336,30.8,Female,0
24.9,25,0.7,1.6,70.1,0.14,25.63211647,30.8,Male,0
25.2,55,0.49,1.1,49,0.04,21.80273471,18.5,Male,-1
25.3,25,0.6,1.1,48.5,0.11,20.3125,29.9,Female,0
25.6,25,0.64,1.1,46,0.04,24.6092588,29.5,Male,0
29.7,45,0.68,1.1,75.4,0.6,23.046875,29.5,Male,0
25.2,25,0.89,1.1,63.7,0.06,20.91128443,30.8,Female,0
21.5,25,0.7,1.3,80.1,0.1,25.99090318,18.5,Male,0
24.3,25,0.79,1.2,57.3,0.14,19.44658375,30.9,Male,0
20.5,25,1.67,1.4,34,0.02,21.5102471,8.5,Male,0
22.7,45,0.74,1.8,77.7,0.03,23.14010515,18.5,Male,0
23.9,25,0.7,1.3,54.8,0.05,24.04086441,30.9,Male,-1
22.5,45,0.65,1.4,31.9,0.09,25.63211647,21.3,Male,-1
21.8,45,0.55,1,83.2,0.03,26.70012133,18.5,Male,0
23.3,55,0.84,1.1,72.3,0.03,22.65625,18.5,Male,0
25.4,45,0.63,1.1,70.4,0.13,25.833385,30.8,Female,-1
23.9,35,0.94,1.1,41.6,0.04,21.22000905,15.5,Male,0
18.8,55,1.31,1.1,55.6,0.13,24.16456205,15.5,Male,-2
19.3,55,1.27,1.1,39.4,0.01,18.359375,8.5,Female,2
25.3,25,0.72,1.6,62.1,0.05,25.20018614,30.8,Male,0
24.5,35,0.77,1.1,72.8,0.02,19.53125,18.5,Male,1
25.3,55,0.64,1.4,69.5,0.19,28.83458971,30.8,Male,0
29.4,55,0.58,1.1,77,0.37,30.0829004,29.5,Male,1
20.9,45,0.84,1.6,84.4,0.01,22.81949008,18.5,Female,-1
28.2,35,0.71,1.1,42.3,0.26,20.96245906,29.9,Female,2
26.7,45,0.6,1.1,32.5,0.05,24.92011324,18.5,Male,0
26,35,0.66,1.1,49.2,0.09,20.56126561,29.9,Male,0
24.7,35,1.34,1.1,37.9,0.22,29.34917112,15.5,Male,0
26.3,25,0.98,1.2,49.6,0.08,20.703125,21.3,Female,0
25.8,25,0.78,1.3,65.3,0.43,20.30263851,30.8,Male,0
29.8,45,0.74,1.2,81.3,1.09,24.96334926,30.9,Male,0
23.7,55,1.11,1.4,26.3,0.08,30.63683773,21.3,Male,-1
24.3,45,0.63,1.1,64.1,0.46,28.13940356,30.8,Female,1
26.9,25,0.74,1.4,66.1,0.34,26.42356982,38.1,Male,0
27.3,25,0.6,1.1,47.6,0.23,19.07696123,29.9,Female,0
25.7,25,0.88,1.1,64.6,0.16,19.58822223,30.8,Female,-1
25.1,35,1.04,1.1,44,0.1,22.77555576,15.5,Male,1
25.2,25,0.74,1.3,65.1,0.04,22.77555576,30.8,Male,0
24.3,25,0.6,1.3,52.3,0.04,21.76870748,30.9,Female,0
24.5,35,0.7,1.2,53.6,0.09,23.47414599,29.9,Male,0
23.6,25,0.88,1.1,74.6,0.01,17.02046541,18.5,Female,-1
24.1,25,0.49,1.2,51.5,0.08,24.51243423,21.3,Male,-1
26.5,35,0.69,1.1,49.4,0.02,21.80273471,21.3,Male,0
28.1,55,0.7,1.2,28.8,0,20.96245906,18.5,Male,0
23.8,35,0.7,1.4,62.6,0.09,24.40604632,29.5,Male,-0.5
22.1,55,0.85,1,80,0.03,24.92011324,18.5,Male,0
25.4,45,0.69,1.6,43.9,0.01,21.93748875,18.5,Male,1
27.1,45,0.7,1.1,28.9,0.18,28.71972318,18.5,Male,0
29,55,0.52,1.1,76.8,0.77,19.58008897,29.5,Male,0.5
24.1,45,0.7,1.3,48.3,0.01,25.31366009,18.5,Male,0
29.4,55,0.48,1.2,75.5,0.41,23.4375,29.5,Female,0
26.8,45,0.9,1.6,44.6,0.02,32.50811348,29.9,Male,0
28.1,35,0.94,1.1,47.5,0.02,24.94679546,29.9,Male,1
25.4,35,0.49,1.1,42.4,0.01,28.07504294,18.5,Male,0
25.6,25,0.59,1.3,67.3,0.11,16.25405674,30.8,Female,0
22.2,25,0.64,1.1,79.7,0.03,18.34697547,18.5,Male,0
22,25,0.89,1.1,45.2,0.05,22.57495591,15.5,Female,-1
27.4,25,0.88,1.1,45,0.05,16.91886543,18.5,Male,0
25.5,45,0.87,1.4,31.1,0.09,26.171875,21.3,Male,0
23.2,25,0.57,1.4,46.9,0.09,19.44658375,30.8,Female,-1
22.9,55,1.16,1.1,29.1,0.03,27.34375,21.3,Male,1
26.5,25,0.57,1.3,62.3,0.11,20.44444444,30.8,Female,0
22.5,25,1,1.1,45.8,0.03,23.14814815,15.5,Male,0
16.8,25,1.62,1.1,54.2,0.07,25.30617306,15.5,Male,-2
21.9,55,1.08,1.1,79.2,0.05,25.833385,18.5,Male,0
26.1,25,0.57,1.1,64.3,0.11,25.71981439,30.8,Female,0
27.7,45,0.77,1.1,33.8,0.07,26.20307382,18.5,Female,0
26.9,25,0.59,1.1,42.9,0.2,23.04435254,29.5,Female,0
28.2,55,0.65,1.1,60.3,0.2,25.833385,30.9,Female,0
24.8,35,0.71,1.1,58.2,0.02,24.57993082,18.5,Male,0
24.4,35,1.04,1.1,43.8,0.06,24.6092588,15.5,Male,0
30.9,25,0.57,1.2,74.8,0.71,23.82865157,30.9,Female,0
24.5,25,0.81,1.1,53.7,0.53,23.42980447,29.9,Male,0
30.3,55,0.68,1.1,68.3,0.51,21.79358524,29.5,Male,1.5
25.4,25,0.74,1.1,63.9,0.14,23.87511478,30.8,Male,0
26.6,25,0.64,1.2,47,0.01,33.9100346,21.3,Male,1
27.7,35,0.57,1.1,67.8,0.11,21.09619051,38.1,Female,-1
25.3,25,0.68,1.5,64.8,0.13,23.85210838,30.8,Male,-1
24.2,35,1.17,1.2,45.3,0.11,21.18102362,21.3,Male,-1
27,25,0.71,1.1,62.3,0.09,25,30.8,Female,0
22,55,0.75,1.1,77.3,0.01,33.46415206,18.5,Female,0
24.7,35,0.71,1,26.1,0.09,22.78410353,21.3,Male,0
24.7,25,0.64,1.3,66.4,0.09,27.5204632,30.8,Male,-1
22.9,25,0.7,1.1,47.7,0.16,25.14644451,30.8,Male,-1
23.7,45,0.75,1.2,34.8,0.02,21.80273471,21.3,Male,-1
26.5,25,0.76,1.1,42.6,0.11,20.4217636,29.9,Female,0
23.5,35,0.7,1.3,50.9,0.05,24.20811,30.9,Male,0
24.2,25,0.7,1.4,52.7,0.04,31.02040816,30.9,Male,0
22.2,45,0.8,1.1,77.6,0.03,20.11715561,18.5,Male,-1
22.3,35,0.64,1.3,79.6,0,22.79944302,18.5,Male,0
23.9,25,1.08,1.6,38.6,0.04,22.65625,15.5,Female,0
26.2,25,0.7,1.1,64.1,0.51,24.81115858,30.8,Male,0
27.2,25,0.75,1.8,48.9,0.4,20.15621063,29.9,Female,0
29,45,0.56,1.1,75.1,0.45,23.47414599,38.1,Male,0
21.2,45,1.4,1.6,28.4,0.12,21.71609868,8.5,Male,0
23.7,35,0.63,1.1,52.3,0.07,25.38228817,29.5,Male,0
26,25,0.68,1.9,48.2,0.08,26.68394398,29.5,Male,2
25.1,35,0.89,1.1,50.6,0.1,22.69395388,29.9,Female,-1
22.7,55,0.99,1.1,79.8,0.05,25.833385,18.5,Female,0
28.7,55,0.48,1.1,60.7,0.2,27.20413604,30.8,Female,2
26,35,0.87,1.4,54.1,0.05,20.96245906,18.5,Male,1
24.9,45,0.84,1.1,64.1,0.02,21.55925618,18.5,Male,1
16.9,45,1.78,1.1,38,0.06,24.03203203,8.5,Female,0
24.2,55,0.54,1.4,28.2,0.07,23.84620154,21.3,Male,1
26.4,25,0.57,1.6,58,0.11,19.75308642,30.8,Female,2
26.1,25,0.7,1.1,61,0.34,23.30668005,38.1,Male,1
27.1,35,0.68,1.1,67.5,0.02,22.77555576,30.8,Male,1
34.6,55,0.64,1,44.8,0.22,26.53375883,29.5,Male,2
23.1,25,1.22,1.2,44,0.07,23.4375,15.5,Female,-1
33.9,45,0.57,1.6,39.5,0.18,24.20811,29.5,Female,2
24.9,25,0.9,1.4,41.2,0.03,23.47414599,15.5,Male,0
23.1,35,0.7,1.1,51.8,0.05,22.74560762,18.5,Male,0
26.5,35,0.87,1.2,38.8,0.04,25.34158183,15.5,Female,0
23.5,25,0.95,1.4,44.8,0.05,20.22325835,15.5,Male,0.5
31,45,0.74,1.2,71.8,0.63,22.69395388,30.9,Male,1
24.8,35,0.58,1.1,63.2,0.19,30.22222222,38.1,Male,0
26,35,0.72,1.3,52.4,0.07,18.87400916,18.5,Male,1
24.3,35,1.35,1.3,43.1,0.08,24.20811,15.5,Female,0.6
37,45,0.42,1.2,46.3,0.45,22.65625,30.9,Female,3
23.5,25,0.52,1.1,75.2,0.03,17.73746536,18.5,Female,0
30.7,45,0.38,1.4,71.4,0.73,29.173948,30.9,Female,0
24.1,25,1.25,1.3,24.4,0.04,21.85727788,21.3,Male,-1
24.5,45,0.86,1.1,48.3,0.12,23.14010515,18.5,Male,1
30.9,45,0.38,1.5,69.3,1.11,32.24993701,30.9,Female,0
26.2,25,0.69,1.1,67.2,0.03,21.36009706,30.9,Female,-1
27.1,35,0.88,1.1,47.7,0.25,24.8015873,29.9,Male,-1
25.4,45,0.74,1.1,43.3,0.13,20.24493845,15.5,Male,0
33.7,45,0.42,1.1,48.5,0.24,20.3125,30.9,Female,3
17.5,35,1.49,1.1,55.4,0.07,23.84620154,15.5,Male,0
30.3,25,0.9,1.1,76.6,0.86,19.31870117,29.5,Female,0
23.8,25,0.68,1.9,44,0.1,21.9138057,30.8,Male,-1
23.2,35,1.1,1.1,27.7,0.09,28.1241278,21.3,Male,-1
26.1,35,0.64,1.1,69.5,0.01,27.68541615,30.8,Male,-1
27.9,35,0.67,1.1,68.2,0.53,16.44126686,30.8,Male,1
24.9,55,0.64,1.1,53,0.04,25.68052473,18.5,Male,0
24.1,25,0.62,1.1,48.4,0.11,20.64809382,30.9,Female,0
24.2,35,0.64,1.1,67.7,0.1,27.09009457,30.8,Male,0
34.2,45,0.55,1.3,53.1,1.01,20.56126561,30.9,Male,3
17.5,45,1.91,1.2,38.1,0.12,24.92011324,8.5,Male,-1
16.9,25,1.45,1.4,54.8,0.1,21.67207566,15.5,Female,0
25,25,1.04,1.4,44.8,0.14,23.84620154,15.5,Male,0
24.1,25,0.67,1.6,75.5,0.29,33.34165485,38.1,Female,0
24.3,25,0.7,1.4,52.5,0.08,21.82657427,30.9,Male,0
24.4,55,0.86,1.2,72,0.01,17.80008088,18.5,Male,0
23.3,25,1.26,1.2,43.8,0.12,23.47001488,15.5,Male,0
28.4,55,0.61,1.1,81.4,0.46,23.84620154,29.5,Male,-1
30.1,35,0.67,1.3,77.8,0.85,19.78186968,29.5,Male,0
30,55,0.68,1.1,62.2,0.27,23.45041901,30.9,Male,0
25.3,25,0.68,1.1,64.6,0.2,20.82649286,30.8,Male,0
23.6,25,0.76,1.1,50.2,0.06,22.41990936,30.9,Male,-1
22.4,55,0.64,1.1,78.9,0.02,23.47001488,18.5,Male,0
24.8,25,1.21,1,22.3,0.03,23.87511478,21.3,Male,0
17.3,45,1.65,1.4,21.1,0.12,19.59183673,8.5,Male,0
34.9,45,0.49,1.1,45.6,0.44,24.16456205,30.9,Male,1
25.7,25,0.79,1.1,44.8,0.17,22.12814866,29.5,Male,0
25.5,55,0.54,1.1,43.5,0.03,20.17755515,18.5,Male,0
25.4,25,0.63,1,72.5,0.02,29.50214004,30.8,Male,0
26.4,25,0.64,1.1,62.1,0.33,16.76494392,38.1,Male,0
25.6,35,0.78,1.1,67.7,0.06,27.61664234,30.8,Male,-1
24.8,35,0.67,1.7,77.3,0.27,19.49195244,38.1,Male,0
26.3,45,0.68,1.1,57.6,0.45,24.6092588,30.8,Male,0
22.3,45,1.51,1.3,29.1,0.06,20.17755515,8.5,Male,0
25.5,25,0.84,1.4,35.2,0.12,29.173948,15.5,Male,0
25.6,35,0.7,1.3,48.9,0.48,32.77051278,29.9,Male,-1
21.5,35,1.55,1.7,35.3,0.1,22.0721003,8.5,Male,0
25.1,25,0.59,1.1,65.3,0.49,20.96245906,38.1,Female,0
27.5,25,0.83,1.3,60.6,0.54,20.83853428,30.9,Female,0
25.1,25,0.64,1.3,62.8,0.08,19.07696123,38.1,Male,0
28.2,45,0.55,1.1,63.1,0.26,24.6092588,30.8,Male,1
26,55,0.48,1.1,47.9,0.04,23.046875,18.5,Female,0
35.3,25,0.57,1.1,38.8,0.38,17.578125,38.1,Female,3
27,25,0.74,1.9,44.8,0.07,22.4385219,29.5,Male,0
18.7,45,1.51,1.1,51.5,0.11,22.01187834,15.5,Male,-2
28.7,45,1.05,1.4,75,0.8,24.56411162,29.5,Female,0
23,25,0.67,1.3,75.9,0.01,16.91886543,18.5,Male,1
26.6,35,0.76,1.3,62.9,0.06,21.93748875,30.8,Female,1
22.7,25,0.58,1.1,49.5,0.05,21.484375,30.9,Female,-1
28.9,45,0.49,1.1,69.6,0.4,24.67351873,29.5,Male,-1
27.5,35,0.9,1.3,49.4,0.01,21.93748875,29.9,Male,1
25.6,25,0.78,1.1,66.2,0.21,22.83737024,30.8,Male,-1
27.2,45,0.48,1.6,34.7,0.02,28.36744235,18.5,Female,1
28.6,55,0.55,1.1,67.9,0.59,23.45041901,29.5,Male,-1
34.9,55,0.61,1.1,39.4,0.31,27.61664234,38.1,Male,3
27.6,25,0.9,1.1,83.4,0.33,20.96245906,29.5,Female,0
26,45,0.75,1.1,44.2,0.03,22.0721003,18.5,Male,0
22.2,25,0.69,1.6,79.4,0.01,21.36009706,18.5,Male,0
23,35,1.69,1.1,30,0.09,24.609375,8.5,Male,1
24.2,45,0.84,1.4,67.4,0.04,25.71981439,18.5,Male,0
21.5,55,0.46,1.3,81,0.01,31.75913869,18.5,Male,0
21.6,25,1.08,1.1,78.9,0,19.93609059,18.5,Male,0
17.7,45,1.13,1.1,48.7,0.03,18.14058957,8.5,Female,0
21.7,25,1.06,1.4,80.4,0.02,16.61124969,18.5,Male,0
24.8,25,0.58,1.1,65.1,0.19,27.44059917,38.1,Male,-2
24.2,45,0.7,1.3,41.2,0.02,30.97214074,18.5,Male,1
25.1,55,0.7,1.6,48,0.05,22.42810191,18.5,Male,0
24.7,25,0.58,1.1,65.7,0.15,24.69135802,38.1,Male,0
21,55,0.7,1.1,82.8,0,21.36009706,18.5,Female,0
24.7,25,0.7,1.2,69,0.15,22.64737696,30.8,Male,0
24.3,25,0.73,1.4,26.8,0.13,21.93748875,21.3,Male,-1
23.7,25,0.49,1.6,32.5,0.03,29.50516156,21.3,Male,-1
26.1,25,0.57,2,66.3,0.17,23.78432855,30.8,Female,0
23.5,55,0.74,1.1,71.8,0.03,23.85210838,18.5,Male,0
23.4,25,1.12,1.1,38.5,0.02,20.96245906,15.5,Female,-1
24.9,35,0.64,1.4,57.6,0.17,27.37780042,29.5,Male,-0.5
25.1,35,0.61,1.1,60.1,0.1,28.83613103,30.9,Male,0
35.3,55,0.67,1,48.4,0.9,26.41425401,29.5,Male,2
20.5,45,0.97,1.1,81.5,0.02,19.99502278,18.5,Male,0
23.2,25,0.58,1.4,49.2,0.05,19.80534178,30.9,Male,0
25.7,25,0.72,1.7,63.6,0.2,27.00513097,30.8,Female,0
24.2,25,0.58,1.2,51,0.29,28.49930378,29.5,Male,0
30,35,0.61,1.1,75.5,0.78,28.21869489,29.5,Male,0.5
33.1,55,0.63,1.1,53.5,0.67,25.68052473,29.5,Female,3
24.1,35,0.77,1.1,31.1,0.02,30.13894917,21.3,Female,-2
24.3,25,0.73,1.2,58.8,0.14,29.19213265,30.9,Male,0
25.7,25,0.68,1.3,49.6,0.1,22.41990936,29.5,Male,0
26.6,25,0.55,1.1,65.7,0.04,20.666708,30.9,Female,0
26,35,0.55,1.1,46.7,0.05,21.93748875,18.5,Male,0
27.3,25,0.69,1.3,65.8,1,22.01187834,30.9,Male,0
26,35,0.38,1.8,70,0.14,24.96334926,30.8,Female,0
23,35,0.7,1.1,48.1,0.08,22.4385219,30.9,Male,0
24.1,35,0.74,1.4,50.6,0.04,24.6092588,30.9,Male,-1
37.7,55,0.59,1.6,30.2,0.54,23.84620154,29.5,Male,3
18,45,1.16,1.1,56,0.08,31.25,15.5,Female,-2
20.3,45,1.86,1.1,36.6,0.07,26.70012133,8.5,Female,-2
19.6,55,1.26,1.3,50.6,0.09,22.65625,15.5,Male,0
25.1,35,0.7,1.5,61.9,0.09,26.88780888,30.8,Male,0
24,35,0.7,1.4,46.1,0.06,23.91456998,30.8,Male,0
24.4,25,0.68,1.1,47.8,0.11,17.33806324,29.5,Male,0
26.9,25,0.63,1.1,66.2,0.1,25.390625,38.1,Female,0
26.4,25,1.24,1.5,33.9,0.06,18.86808574,15.5,Female,0.5
16.9,45,1.59,1.4,45.4,0.04,26.5625,8.5,Male,0
37,55,0.64,1.1,30.3,0.51,28.16401785,29.5,Male,2
24.5,25,0.55,1.1,53.8,0.1,18.75,30.9,Female,0
26.3,55,0.87,1.1,43.3,0.16,31.00103782,29.9,Female,0
24.5,45,0.58,1.1,71.4,0,22.78372993,18.5,Male,0
24.9,25,0.53,1,66.6,0.03,22.74560762,30.8,Female,1
25.8,25,0.64,1.3,71.7,0.2,22.01187834,38.1,Male,1
21.5,55,0.64,1.1,80.6,0.01,22.0721003,18.5,Male,0
26,25,0.57,1.4,58.4,0.39,17.26040146,30.8,Female,0
18.8,55,1.64,1.1,31.2,0.03,22.57495591,8.5,Male,0
24.2,35,0.91,1.3,31.9,0.1,22.4385219,21.3,Male,-1
22.7,45,0.97,1.4,73.8,0.05,24.21875,18.5,Male,0
27.1,25,0.64,1.3,60.5,0.09,21.36009706,30.9,Female,0
20.5,35,0.55,1.1,86,0.01,21.93748875,18.5,Male,0
26.3,25,0.84,1.3,64.3,0.16,20.0220657,30.8,Male,0
25.3,25,0.53,1.3,43.7,0.52,21.40289781,30.9,Male,0
27.2,35,0.79,1.6,33.3,0.02,18.9796298,18.5,Male,1
24.6,35,0.54,1.1,46.1,0.11,25,30.9,Male,0
26.8,45,0.63,1.1,69.8,0.21,21.09375,30.8,Female,0
19.5,35,1.48,1.1,35.1,0.02,22.79944302,8.5,Male,0
25.5,55,0.7,1.4,22.7,0.2,18.44072597,21.3,Male,0
23.7,25,1.35,1.3,40.6,0.04,19.33164964,15.5,Female,0
25.8,55,0.61,1.1,67.9,0.08,26.171875,30.8,Male,0
24.2,45,0.71,1.1,31.1,0.07,24.21875,21.3,Female,0
25.2,45,0.6,1.3,46.8,0.01,26.60619803,18.5,Female,1
29,45,0.57,1.1,31.8,0.02,19.58008897,18.5,Female,1
30.3,55,0.72,1,69.5,0.48,22.74560762,29.5,Male,0
25.9,25,0.53,1.4,62.9,0.11,24.609375,30.8,Female,0
30.4,35,0.52,1.2,69.7,0.46,22.1718317,29.5,Female,0
26,35,0.53,1.3,70.6,0.08,33.192223,30.8,Male,1
34.8,55,0.52,1.3,49,0.48,22.4385219,30.9,Male,3
24.7,25,0.96,1.1,51.9,0.13,16.91142995,30.9,Female,0
25,55,0.66,1.4,29.6,0.08,23.07218644,21.3,Female,0
22.8,25,1.16,1.1,27.6,0.03,16.67082743,21.3,Female,-2
26.3,25,0.63,1.6,62.6,0.31,24.99370118,38.1,Female,-1
22.7,35,0.74,1.1,45.1,0.13,35.15625,15.5,Female,1
20.8,25,1.4,1.4,26.2,0.01,21.45829932,8.5,Male,1
26.5,35,0.7,1.1,43.1,0.15,28.9964161,29.9,Male,0
18.5,45,1.52,1.1,55.8,0.12,29.34917112,15.5,Male,-1
29.4,65,0.71,1.4,76.1,0.35,23.87511478,38.1,Male,0
28.6,45,0.63,1.1,61.6,0.6,19.44382587,30.8,Female,1
24.5,55,0.78,1.4,41.2,0.05,26.41425401,18.5,Male,1
23.7,25,0.7,1.1,67.3,0.06,18.83272386,38.1,Male,0
25,25,0.68,1.7,53.9,0.05,23.38868656,30.9,Male,0
25.2,35,0.63,1.4,45.3,0.03,21.00409544,21.3,Male,-1
35,55,0.63,1.3,48,0.59,32.24993701,29.5,Female,3
