TMP,AGE,CLO,MET,RH,AV,BMI,OTMP,SEX,TS
27.2,25,0.9,1.3,62.4,0.15,24.11150746,30.8,Male,1
25.8,25,0.64,1.1,62.4,0.18,21.81934975,38.1,Male,0
20.6,35,0.8,1.1,84,0.01,20.64809382,18.5,Male,0
28.6,35,0.57,1.2,42.8,0.25,24.55775234,29.9,Female,2
25.4,35,0.46,1.3,71.2,0.18,22.69395388,30.8,Male,0
34.2,45,0.63,1.4,47.8,0.47,24.92011324,38.1,Female,3
20.7,25,1.94,1.4,34.6,0.02,19.44658375,8.5,Male,0
25.7,55,0.68,1.2,70.2,0.08,27.23274465,30.8,Male,0
26.2,25,0.72,1.1,46.2,0.28,20.79672989,29.9,Male,1
26.4,45,0.57,1,65.8,1.3,19.37503875,30.8,Female,0
34.8,25,0.67,1.3,48.3,0.33,20.0220657,30.9,Male,3
14.7,25,1.53,1.1,22.3,0.06,18.51208412,8.5,Male,-1
25.4,35,0.83,1.1,51.9,0.08,24.20811,30.9,Male,0
26.4,45,0.74,1.3,66.8,0.11,20.83853428,30.8,Male,0
26.1,55,0.74,1.6,69.9,0.14,26.88780888,30.8,Male,0
27.6,35,0.84,1.1,61.5,0.11,20.91786998,30.8,Male,0
25.5,25,0.74,1.4,60.1,0.05,23.72453724,30.8,Male,0
28.1,35,0.53,1.2,56.7,0.09,20.77562327,30.8,Female,0
25.7,25,0.6,1.1,50.5,0.07,22.92238771,29.9,Female,-1
25.1,55,0.69,1.1,44.1,0.12,21.40289781,18.5,Male,0
25,55,0.84,1.1,43.4,0.05,23.4375,18.5,Male,0
29.9,45,0.7,1.1,73.9,0.39,25.63211647,29.5,Male,0
25.7,25,0.78,1.1,67.2,0.09,24.09297052,30.8,Male,-1
17.3,35,1.32,1.3,55.4,0.09,22.0721003,15.5,Male,-1
26,35,0.57,1.1,41.4,0.31,27.55561067,29.9,Female,1
24,25,1.05,1.1,25.6,0.14,26.92622628,21.3,Male,-1
26,25,0.57,1.4,61.5,0.25,24.18745276,38.1,Female,0
24.7,25,0.79,1.1,27.4,0.11,24.73146027,21.3,Male,0
23.6,55,0.74,1.4,46.8,0.06,17.43486819,18.5,Male,0
35.3,55,0.63,1.4,44,0.42,27.41244646,30.9,Female,2
29.3,25,0.57,1.1,73.2,0.32,15.31872008,38.1,Female,-1
24.8,55,1.05,2.1,22,0.23,23.84620154,21.3,Male,0
21.4,45,0.47,1.1,78.5,0.04,22.1718317,18.5,Female,0
25,25,0.7,1.6,71.3,0.21,23.31670573,30.8,Male,0
23.9,25,0.64,1.1,33,0.03,16.44901249,21.3,Male,-1
24,35,0.81,1.3,56.7,0.08,24.92011324,30.9,Male,0
24.1,35,0.78,1.1,70.1,0.07,25.63211647,30.8,Male,0
25.4,25,0.74,1.5,46.2,0.17,20.08827524,29.5,Male,0
26.1,25,0.64,1.4,62.1,0.2,23.82865157,30.9,Male,0
25,35,0.81,1.3,51.6,0.1,23.85210838,29.9,Male,1
23.3,45,0.64,1.1,76.1,0,23.37879586,18.5,Male,0
22.9,25,0.7,1.1,50.4,0.09,18.9796298,30.9,Male,0
25.2,45,1.06,1.1,35.6,0.01,23.14010515,21.3,Male,-1
25.5,25,0.76,1.1,50.7,0.15,28.3070584,29.9,Male,-1
23.9,35,0.81,1.7,56.3,0.02,23.72453724,30.9,Male,0
27.4,25,0.42,1.1,58.2,0.41,18.359375,30.8,Female,-1
27.5,45,0.96,1.1,70.1,0.25,25.79994961,30.8,Female,-1
26.4,35,0.45,1.1,69.9,0.08,26.57148171,30.8,Male,0
27.3,45,0.84,1.1,36,0.12,25.68956193,18.5,Male,1
24.9,25,1.1,1.1,43.7,0.05,23.07118013,15.5,Male,1
27.1,25,0.57,1.1,61.3,0.28,21.76870748,38.1,Female,1
24.6,35,0.53,1.3,41.8,0.08,20.71248176,30.9,Male,0
25.7,25,0.7,1.2,67.1,0.27,27.04164413,30.8,Male,0
29.1,65,0.67,1.1,79,1.13,20.54441979,29.5,Male,0
26.8,25,0.57,1.1,61.3,0.7,22.1718317,38.1,Female,0
19.4,35,1.79,1.6,25.2,0.04,23.4375,8.5,Male,0
23.4,35,0.97,1.1,74.2,0.02,20.0220657,18.5,Male,0
24.1,35,1.03,1.1,42.9,0.08,27.14798329,15.5,Male,0
26.6,25,0.74,1.7,57.5,0.08,20.80279105,30.8,Male,-1
21.7,45,0.7,1.1,79.2,0.04,20.29209221,18.5,Male,0
26.9,25,0.68,1.4,50.7,0.19,26.34411971,29.9,Male,1
24.1,35,0.64,1.5,54.4,0.09,25.98811809,29.5,Male,-1
24.3,45,0.99,1.1,30.3,0.08,19.33372992,21.3,Male,0
25.9,55,0.51,1.6,53.1,0.04,24.83833007,18.5,Female,1
24.9,45,0.88,1.4,51.5,0.01,25.34158183,21.3,Male,2
20.7,45,1.14,1.4,50.2,0.1,24.99370118,15.5,Female,0
24.1,25,1.05,1.1,44.2,0.07,30.48668503,15.5,Male,2
23.3,25,0.68,1.1,43.2,0.06,24.47587266,30.8,Male,-1
29.4,45,0.63,1.9,56.2,0.16,19.75308642,30.8,Female,1
29.7,45,0.86,1.4,76.5,0.35,23.10439052,29.5,Male,0
29.2,25,0.52,1.1,75.7,0.4,16.59804015,29.5,Male,0.5
24.5,45,0.7,1.2,41.3,0.01,23.14010515,18.5,Male,-1
34.3,55,0.79,1,51.2,0.45,18.64534404,29.5,Male,1
25,35,1.14,1.6,42.8,0.07,26.88780888,15.5,Male,0
35.8,55,0.59,1.2,50.7,0.57,21.22548572,30.9,Male,3
24.8,45,0.71,1,29.2,0.07,28.46944469,21.3,Male,-1
23.1,45,0.53,1.3,75.8,0.01,31.43061842,18.5,Female,0
24.7,25,0.73,1.1,80.3,0.08,34.60207612,38.1,Male,0
16.5,25,1.88,1.1,56.3,0.04,22.09331387,15.5,Male,0
21.6,25,0.64,1.1,80.9,0.1,18.36547291,18.5,Male,0
24.7,25,0.98,1.4,50.2,0.13,23.84620154,29.5,Female,-1
33.6,25,0.74,1.4,41.2,0.38,22.75830678,29.5,Male,3
35.6,25,0.57,1.7,48,0.45,20.55933485,38.1,Male,2
27.3,25,0.64,1.3,59.4,0.14,23.45679012,38.1,Male,0
20.7,45,0.92,1.1,83.1,0.03,19.37716263,18.5,Male,0
27.7,45,0.63,1.7,30.3,0.06,24.20688414,18.5,Female,1
23.6,25,0.7,1.6,46.7,0.07,25.81701636,30.8,Male,0
25.5,25,0.63,1.1,67.9,0.55,18.97453196,30.8,Female,1
24.4,25,0.68,1.1,53.3,0.1,21.55925618,30.9,Female,-1
24.2,45,0.83,1.1,33.4,0.07,25.34158183,21.3,Male,0
17.2,55,1.75,1.3,24.7,0.04,22.69395388,8.5,Male,0
26.4,25,0.42,1.5,52.8,0.01,29.296875,21.3,Female,-2
27.2,35,0.68,1.2,63.4,0.26,29.3877551,30.9,Male,0
18.5,55,1.31,1.1,56.4,0.03,22.69395388,15.5,Male,0
25.2,35,1.22,1.1,42.3,0.05,28.48012941,15.5,Male,2
23.2,45,0.7,1.1,54.8,0.1,25.34158183,29.5,Male,-0.5
24.6,35,0.73,1.1,64.6,0.17,29.28725559,30.8,Male,0
30.6,55,0.42,1.1,67.6,0.87,27.98616708,29.5,Female,0.5
24.4,25,0.78,1.1,65.8,0.17,22.0721003,30.8,Male,0
24.3,25,0.53,1.7,51.7,0.05,22.1718317,30.9,Female,1
20.2,55,0.96,1.1,35.4,0.05,25.36714492,8.5,Female,2
22.4,45,1.04,1.7,79.9,0,22.77897657,18.5,Male,0
24.1,35,0.74,1.1,52.9,0.1,26.70012133,30.9,Male,0
24.1,25,0.93,1.2,53.1,0.13,22.31572131,30.9,Female,0
29.6,55,0.78,1.6,55.9,0.68,32.03125,30.8,Female,0
28.8,35,0.63,1.1,61.2,0.8,16.93121693,30.8,Female,0
21.4,55,0.82,1.1,79.3,0.02,19.58008897,18.5,Male,0
26.1,55,0.67,1.1,52.5,0.1,18.1560825,18.5,Male,0
24,25,0.75,1.2,52.5,0.07,27.63605442,21.3,Male,-2
22.4,35,1.35,1,39.2,0.05,22.65625,15.5,Male,0
27,25,0.57,1.1,63.1,0.11,21.71609868,30.8,Female,1
26,55,0.63,1.3,68.9,0.24,22.69395388,30.8,Female,0
24.4,25,0.84,1,47.8,0.11,24.11150746,21.3,Male,-1
28,35,0.63,1.3,61.7,0.37,25.68052473,30.8,Female,1
30.4,45,0.72,1.3,69.7,0.23,22.77318641,29.5,Male,0
25.4,25,0.78,1.2,67.2,0.28,26.15230229,30.8,Male,0
25.2,45,1.24,1.3,44.1,0.1,28.02768166,15.5,Male,0
25.8,25,0.74,1.1,63.1,0.15,21.55925618,30.8,Female,-2
21,45,0.92,1.4,83.4,0.05,26.70012133,18.5,Male,-1
19.1,45,1.1,1.3,51.6,0.01,23.14010515,15.5,Male,0
35.4,55,0.74,1.3,49.9,0.73,27.14798329,29.5,Male,2
24.6,25,0.62,1.2,44.6,0.01,23.81935402,21.3,Male,0
23.8,35,0.82,1.1,41.1,0.01,28.6218191,18.5,Female,-1
21.5,45,0.98,1.1,77.4,0.03,25.63211647,18.5,Female,0
28.5,55,0.63,1.1,81.8,0.35,32.24993701,29.5,Female,-1
20.6,55,1.75,1.5,37.4,0.01,22.69395388,8.5,Male,0
24.1,25,0.55,1.4,60.7,0.32,17.93592749,29.5,Male,-0.5
24.7,45,0.57,1.3,45.4,0.1,29.70839275,18.5,Female,0
24.5,25,0.66,1.4,53.8,0.06,18.9796298,30.9,Male,0
29.8,25,0.68,1.1,41.7,0.08,35.60682939,30.8,Male,0
30,25,0.53,1.1,58.3,0.6,17.16980556,30.9,Female,-1
28.6,55,0.96,1.4,67.3,0.47,20.42455849,30.8,Female,-1
24.8,35,0.7,1.1,44,0.14,23.14010515,29.5,Male,-1
23.8,35,0.74,1.3,37,0.03,23.78432855,21.3,Female,0
29.1,55,0.67,1.6,77.7,1.12,25.30617306,38.1,Male,1
33,55,0.55,1.1,55.5,0.35,25.68052473,29.5,Male,3
24.3,35,0.61,1.4,51.3,0.04,19.58822223,30.9,Female,0
24.5,25,0.92,1.3,46.5,0.08,25.40923061,30.9,Male,0
37.9,25,0.55,1.1,24.6,0.32,16.76429634,29.5,Male,2
25,35,0.67,1.1,65,0.08,22.69395388,30.8,Female,-2
21.3,55,1.04,1.2,78.6,0.02,24.92011324,18.5,Male,0
25,25,0.79,1.4,53.7,0.11,23.91456998,30.9,Male,0
21.4,55,0.92,1.4,82.6,0,22.4385219,18.5,Male,0
26.1,55,0.74,1.4,68.3,0.23,26.82287414,30.8,Male,0
25.7,45,0.64,1.1,45,0,22.69395388,18.5,Male,1
28,45,0.84,1.3,31,0.52,25.20018614,18.5,Male,0
23.1,25,0.59,1.6,78.3,0.02,21.40289781,18.5,Female,0
24.6,35,0.72,1.1,54.3,0.05,18.94683799,29.9,Female,0
23.1,55,0.63,1.1,78.3,0.02,21.46225695,18.5,Female,0
22.9,25,1,1.5,43.7,0.13,26.00709486,15.5,Male,0
19.2,25,1.25,1.1,53.4,0.08,21.36009706,15.5,Male,-1
35.7,25,0.48,1.1,36.8,0.56,19.44382587,38.1,Female,0
22.5,55,0.64,1.7,78.6,0,25.63211647,18.5,Male,0
26.8,45,0.78,1.1,47.5,0.2,25.81701636,29.9,Male,0
18.2,25,1.46,1.1,51.2,0.12,17.578125,15.5,Female,-2
26.6,35,0.64,1.1,44.5,0.12,25.390625,29.5,Male,0
26.1,25,0.66,1.1,48.1,0.08,21.15190681,29.9,Male,0
33.5,25,0.48,1.1,51.9,0.4,21.26518977,38.1,Female,3
23.7,25,0.74,1.3,49.5,0.31,18.66330263,30.9,Male,0
25.2,25,1.04,1.1,42.2,0.08,26.87867813,15.5,Male,0
36.5,25,0.61,1.1,40.6,0.14,17.60560949,30.9,Female,2
24.9,25,0.58,1.1,76.6,0.31,26.69449783,38.1,Female,-1
24.3,45,0.77,1.3,33.8,0.08,22.60026298,21.3,Male,-1
25.9,25,0.64,1.1,72.6,0.06,21.40289781,38.1,Male,-1
22.7,35,1.1,1.1,39.4,0,23.91456998,15.5,Male,2
19.2,55,1.75,1.1,36.7,0.01,22.12814866,8.5,Male,0
27.2,55,0.72,1.2,70.3,0.32,25.80967485,30.8,Female,1
17.3,55,1.71,1.4,58.8,0.03,21.36009706,15.5,Male,-1
18.4,45,1.28,1.1,25.3,0.09,27.34375,8.5,Female,-1
26.5,35,0.61,1.7,46.6,0.01,27.09009457,21.3,Female,0
25.2,35,0.69,1.4,43.7,0.03,26.47627952,18.5,Male,0
24.1,25,0.74,1.1,51.3,0.04,18.53379174,30.9,Male,0
27.2,25,0.7,1.2,60.9,0.58,20.80279105,38.1,Male,0
26,35,0.74,1.3,47.9,0.09,18.5485952,29.5,Male,0
24.5,25,0.6,1.4,52,0.08,21.67207566,30.9,Female,0
20.7,45,0.87,1.1,83.4,0.01,30.17573341,18.5,Male,0
25.6,25,0.67,1.1,49.2,0.14,22.38893367,29.9,Female,0
24.7,25,0.7,1.3,47.7,0.05,22.42810191,30.9,Male,0
22.9,45,0.92,1.3,72.4,0.04,21.5102471,18.5,Male,0
34.7,25,0.75,1.4,39.5,0.43,23.66143862,38.1,Male,2
25,45,0.7,1.5,71.4,0.4,25.68052473,30.8,Male,0
26.7,35,0.73,1.1,47,0.04,19.75308642,21.3,Female,0
34,25,0.63,1.4,47,0.65,21.27814907,38.1,Female,2
25.6,35,0.76,1.2,52.3,0.17,26.47627952,18.5,Male,2
23.7,25,0.78,1.1,79.7,0.09,22.74560762,38.1,Male,0
20.3,45,1.92,1.4,41,0.07,26.70012133,8.5,Male,0
32,55,0.68,1.1,58.5,0.74,23.47001488,38.1,Male,1
18.2,25,1.54,1.2,25.7,0.02,20.666708,8.5,Female,1
28.6,25,0.81,1.1,41.2,0.16,17.08807765,29.9,Male,-1
26.1,25,0.75,1.3,64,0.38,24.1516725,30.8,Male,0
26.7,25,0.68,1.4,64.4,0.01,24.50977008,38.1,Male,0
26,35,1.04,1.1,42.4,0.13,22.01187834,15.5,Male,1
28.5,45,0.68,1.1,84.4,0.38,24.5851167,29.5,Male,0
23.6,55,0.83,1.1,23.9,0.11,21.93748875,21.3,Male,0
16.5,25,1.28,1.6,54.7,0.09,26.70012133,15.5,Female,-1
26.6,55,0.9,1.6,43.8,0.13,25.31366009,29.9,Male,0
21.3,45,0.67,1.1,81,0.02,24.20688414,18.5,Female,0
28.3,25,0.56,1.1,82.9,0.61,21.40289781,29.5,Male,0
23.5,45,0.64,1.1,47.5,0,22.1718317,18.5,Male,-1
17.3,45,1.74,1.1,52.5,0.1,26.78111865,15.5,Male,0
26.2,55,0.6,1.1,29.5,0.04,29.34917112,21.3,Male,-0.2
22.8,45,0.78,1.2,77.2,0.04,22.09963536,18.5,Male,0
18.3,35,1.32,1.3,54.4,0.01,21.484375,15.5,Male,-1
29.7,55,0.86,1.2,74.6,0.17,32.24993701,29.5,Female,1
29,25,0.57,1.4,77.3,1.35,19.05197378,29.5,Female,0
27.2,45,0.7,1.4,41.2,0.02,23.84620154,18.5,Male,0
26.1,35,0.7,1.3,56.6,0.25,19.68740704,29.5,Male,0
24.5,55,0.68,1.1,44.5,0.02,23.14010515,18.5,Male,0
25.3,35,0.55,1.1,42.3,0,21.79930796,18.5,Male,0
22.7,35,0.74,1.1,48.8,0.08,30.17573341,30.9,Male,-1
17.7,45,1.5,1.4,53.6,0.05,21.76870748,15.5,Female,-1
27.1,25,0.69,1.1,46.9,0.25,20.91128443,29.9,Female,0
30.2,25,0.68,1.1,78.8,0.24,20.64809382,30.9,Male,2
27.3,25,0.55,1.4,60.2,0.26,18.86808574,30.9,Female,0
24.8,25,0.74,1.1,43.8,0.08,24.73146027,29.5,Male,-1
23.4,25,0.74,1.1,29.1,0.05,17.60950267,21.3,Female,1
23.6,25,0.57,1.4,44.1,0.07,24.21875,30.8,Female,-1
25.3,35,0.52,1.2,44.6,0.03,17.02046541,18.5,Female,0
21.3,55,1.02,1.1,76.5,0.01,23.91456998,18.5,Male,0
24.9,35,0.64,1.3,64.3,0.45,31.14186851,30.8,Male,-1
23.7,35,0.66,1.1,32.5,0.06,22.42810191,21.3,Male,-1
22.7,55,0.77,1.1,77.5,0.02,29.02494331,18.5,Male,0
24.5,35,0.7,1.1,52.7,0.03,26.82287414,30.9,Male,0
25.2,25,0.96,1.1,45.9,0.05,20.64809382,21.3,Male,-0.5
30.4,45,0.74,1.1,68.6,0.52,22.41990936,29.5,Male,1.5
34.5,55,0.64,1,49.1,0.31,18.34697547,29.5,Male,3
15.9,25,1.16,1.4,22.4,0.02,16.5699854,8.5,Male,0
30.6,45,0.59,1.1,73.2,0.54,32.04270937,29.5,Female,-1
24.9,55,0.7,1.7,71.9,0.12,26.70940171,30.8,Male,-1
24.2,45,0.87,1.1,25.4,0.04,24.51243423,21.3,Male,0
26.9,25,0.86,1.3,49.6,0.18,23.07118013,29.9,Male,1
29.7,25,0.57,1.2,77.5,0.22,24.54171575,30.9,Female,0
25.9,35,0.73,1.6,46.8,0.14,22.83950617,29.5,Male,-2
23,35,0.7,1.3,61.9,0.02,24.67351873,18.5,Male,0
23.6,45,0.99,1.2,33.1,0.07,21.36009706,21.3,Male,-0.5
24.7,45,0.72,1.1,58.5,0.02,23.4375,18.5,Male,0
26.8,35,0.74,1.4,43.9,0.08,26.70012133,29.5,Male,1
22.6,55,0.71,1.2,25.7,0.04,22.69395388,21.3,Male,0
24.8,35,0.66,1.1,54.1,0.07,24.92011324,30.9,Female,0
17,45,1.36,1.1,59.9,0.09,24.609375,15.5,Male,0
21.5,45,0.7,1.3,80.9,0.02,28.48012941,18.5,Female,-1
25.1,55,1.16,1,22.9,0.04,26.25515455,21.3,Male,-1
20.5,55,0.64,1.1,85.1,0.02,19.22408735,18.5,Male,0
21.3,25,1.79,1.1,32.9,0.05,20.666708,8.5,Female,0
18.6,45,1.29,1.3,56.1,0.13,20.71248176,15.5,Male,0
26,35,0.7,1.1,64.2,0.38,23.12893796,38.1,Male,1
21.5,45,0.7,1.1,81.9,0.03,23.31670573,18.5,Male,0
24.4,35,0.65,1.1,31.1,0.05,21.79358524,21.3,Male,0
21.9,45,0.75,1.1,81.7,0,23.14010515,18.5,Male,0
24.1,18,0.53,1.3,80.6,0.11,23.45041901,38.1,Female,0
27.5,25,0.47,1.1,34.9,0.02,18.75468086,18.5,Female,0
26.6,25,0.55,1.6,59.3,0.5,18.98644161,38.1,Female,-1
24.5,35,0.83,1.1,64.2,0.29,23.82865157,30.8,Female,0
24.3,25,0.72,1.7,47,0.11,23.42980447,30.9,Male,0
24.1,25,1.19,1.1,43.4,0.16,25.14644451,15.5,Male,0
27.4,45,0.78,1.3,70.5,0.61,20.42455849,30.8,Female,0
24.3,25,0.69,1.5,68.4,0.05,25.46401086,30.8,Male,0
28.8,35,0.42,1.1,77.7,1.44,29.296875,29.5,Female,0
20.8,45,2.06,1.2,26.4,0.01,24.92011324,8.5,Male,0
23.6,25,0.69,1.2,49,0.11,24.14058673,21.3,Male,1
30,45,0.65,1.4,68.1,0.21,23.19109462,29.5,Male,-1
34.3,25,0.42,1.3,48.2,0.82,21.40289781,38.1,Female,3
20,35,0.69,1.1,82.7,0.04,24.38237298,18.5,Male,-1
24.3,35,0.7,1.4,46.7,0.03,23.47001488,18.5,Male,1
38.7,55,0.46,1.1,24,0.23,24.16456205,29.5,Male,2
23.6,25,1.21,1.1,24.8,0.14,17.8977673,21.3,Male,0
23.6,35,0.53,1.3,52.5,0.08,22.50561703,30.9,Female,0
24.6,45,0.71,1.1,23,0.06,27.54820937,21.3,Male,1
24.4,35,0.74,1.1,48.8,0.05,22.4996371,30.9,Male,0
21.9,35,0.94,1.1,79.8,0.01,21.52311298,18.5,Male,0
23.7,25,0.74,1.3,49.5,0.31,22.09331387,30.9,Male,0
29.2,35,0.64,1.1,77.4,0.2,21.79358524,29.5,Male,0
29.5,55,0.82,1.6,76.8,0.39,26.03311608,29.5,Male,-2
24.2,25,0.77,1.1,43.7,0.07,21.27814907,15.5,Female,-1
26.3,45,0.7,1.4,67,0.09,29.19213265,30.8,Male,2
26,25,0.53,1.1,58.4,0.03,22.69395388,30.8,Female,0
28,55,0.87,1.3,68.5,0.29,31.25780143,30.8,Female,-1
25.2,45,1.13,1.3,29.9,0.1,25.63211647,21.3,Male,0
24.7,25,1.04,1.1,43.8,0.05,22.79944302,15.5,Male,1
22.6,45,0.7,1.2,57.9,0.03,21.27814907,18.5,Male,0
25.4,25,0.57,1.1,67,0.18,18.34323195,30.8,Female,0
23,25,1.09,1.1,46,0.16,20.96245906,15.5,Female,0
21.6,45,1.76,1.1,26,0.02,21.484375,8.5,Male,1
26.9,35,0.64,1.1,44.2,0.12,23.85210838,29.5,Male,0
25,35,0.67,1.1,70.1,0,21.52782083,18.5,Female,1
25.3,25,1.04,1.8,43.6,0.08,24.40604632,15.5,Male,1
24.5,35,0.71,1.2,45.4,0.12,18.91162823,21.3,Male,-1
28.6,45,0.61,1.4,76.4,0.69,25.68052473,29.5,Male,0
22.8,45,0.55,1.7,75.8,0,25.30617306,18.5,Male,0
25.7,25,0.57,1.2,73.1,0.12,30.859375,38.1,Female,0
24.4,35,0.7,1.5,66.8,0.03,28.05570579,30.8,Male,0
27.7,25,0.71,1.1,46.5,0.21,21.67207566,29.9,Female,0
23.4,35,1.05,1,47.1,0.05,25.14644451,15.5,Male,0
24.8,25,0.69,1.1,77.7,0.12,24.44727891,38.1,Female,0
27.2,55,0.48,1.4,34.6,0.02,19.921875,18.5,Female,0
24.4,25,0.81,1.1,53.7,0.05,25,29.9,Male,-1
16.5,55,1.4,1.1,23.1,0.03,20.73991729,8.5,Female,-3
24.2,25,0.7,1.7,53.2,0.13,24.20811,29.5,Male,0
24.2,45,0.67,1.1,76.9,0,20.36727373,18.5,Female,1
24.7,35,0.74,1.5,43,0.06,24.5851167,15.5,Female,1
20.4,35,0.67,1.1,86.3,0.01,22.0721003,18.5,Male,0
21.5,45,0.55,1.1,81.1,0.01,22.65625,18.5,Female,0
24.2,35,0.74,1.1,51.9,0.06,24.40604632,30.9,Male,0
24.5,35,0.57,1.3,58.4,0.08,25.3968254,30.9,Female,0
28.8,25,0.4,1.1,37.1,0.63,22.81949008,30.9,Female,0
24.3,25,0.57,1.2,75.3,0.03,22.57495591,38.1,Female,0
25.3,25,0.66,1.1,49.6,0.19,21.18102362,29.9,Male,0
35.4,25,0.47,1.2,48.6,1.45,20.3125,38.1,Female,2
26.8,25,0.61,1.1,62.8,0.57,22.1718317,38.1,Female,-1
22.8,25,0.68,1.1,44.1,0.21,24.92011324,30.8,Male,0
16.8,55,2.1,1.1,41.6,0.01,22.71884148,8.5,Male,0
27.5,25,0.63,1.5,57.1,0.35,23.4375,38.1,Female,1
25,35,0.69,1.4,41.7,0,22.31572131,18.5,Male,0
27.7,25,0.63,1.5,42.7,0.16,20.15621063,29.9,Female,-1
27,25,0.58,1.2,65.8,0.08,22.5981405,38.1,Male,-2
26.4,35,0.74,1.3,66.7,0.16,27.34375,30.8,Female,1
27.3,55,0.67,1.1,70.9,0.38,20.92524873,30.8,Male,0
25.8,25,0.68,1.1,58.4,0.09,23.84620154,30.8,Male,1
35.4,25,0.57,1.3,35.9,0.4,23.14010515,38.1,Female,3
27.3,35,0.64,1.1,45,0.08,26.48758822,29.5,Male,1
22.8,35,0.74,1.1,47.6,0.04,23.37879586,30.9,Male,0
24,25,0.63,1.1,50.2,0.13,24.99370118,30.9,Female,0
23.5,55,0.77,1.4,74.4,0.01,22.49134948,18.5,Male,0
37.1,55,0.61,1.1,45,0.63,24.85497811,30.9,Male,3
20.5,45,0.75,1.4,82.3,0.02,22.74560762,18.5,Male,0
25.7,25,0.48,1.1,69,0.19,24.16456205,30.8,Female,0
36.3,25,0.53,1.1,42.8,0.33,19.58008897,30.9,Male,2
18.5,65,1.29,1.1,36.4,0.01,28.125,8.5,Male,0
24.9,45,0.7,1.1,46.8,0.02,21.40289781,18.5,Male,-1
26.4,25,0.65,1.3,52.7,0.06,20.37120869,21.3,Male,-1
21.2,35,0.55,1.3,81.3,0.01,18.34323195,18.5,Male,0
26.2,35,0.7,1.1,63.1,0.09,19.85025101,30.9,Male,1
26.3,25,0.56,1.4,49.3,0.07,23.4375,29.5,Female,0
25.3,25,0.64,1.1,42.5,0.11,22.04448853,29.5,Male,-2
28,35,0.74,1.1,46.6,0.23,19.44382587,29.9,Female,-1
26.1,35,0.79,1.1,48.7,0.08,23.31670573,29.9,Male,1
24.2,25,0.73,1,69.1,0.08,19.81069051,30.8,Female,-1
29.8,25,0.42,1.1,31.1,0.23,22.74560762,30.9,Female,0
24.2,25,0.73,1.2,53.8,0.07,26.57148171,30.9,Male,0
34.3,55,0.68,1.1,49.8,0.68,22.38893367,38.1,Female,3
25.3,25,0.57,1.3,74.3,0.09,21.875,38.1,Female,0
28.5,55,0.74,1.1,84.4,0.38,23.84620154,29.5,Male,-1
23.6,35,1.02,1.1,37,0.08,21.71609868,21.3,Male,-1
24.5,25,0.75,1.1,53.1,0.02,18.30576947,29.9,Male,0
24,45,0.57,1.1,27.4,0.04,25.62250022,21.3,Male,0
25.1,45,0.86,1.1,30.1,0.08,24.18745276,21.3,Male,-1
24.2,25,0.63,1.1,50,0.17,27.34375,29.5,Female,0
29.8,65,0.68,1.1,82.9,0.16,28.61544185,30.9,Male,2
25.2,35,0.81,1.2,50.9,0.03,21.45829932,21.3,Male,1
23.7,35,0.59,1.1,55.7,0.03,24.16456205,30.9,Female,0
33,45,0.74,1.1,55.5,0.53,23.47414599,29.5,Male,3
27.7,45,0.75,1.1,30.5,0.02,24.92011324,18.5,Male,1
19.6,55,1.4,1.1,49.3,0.02,26.69449783,15.5,Female,-1
29.4,45,0.61,1.1,76.9,0.26,22.38893367,29.5,Male,1
33.8,55,0.72,1.1,51.4,0.86,24.5851167,38.1,Male,3
29,25,0.49,1.1,61.5,0.14,23.75521842,30.8,Male,0
24.1,25,0.6,1.4,51.8,0.03,21.27814907,30.9,Female,0
28.9,45,0.7,1.3,60.4,0.91,24.92011324,30.9,Male,0
26,25,0.68,1.1,61.5,0.27,22.0721003,30.8,Male,0
24.6,25,0.7,1.1,66.3,0.04,22.71884148,30.8,Male,0
26.7,25,0.93,1.1,65.5,0.07,20.96245906,30.8,Female,-1
34.4,55,0.57,1.1,40.7,0.43,22.01187834,29.5,Male,2
21.8,35,0.67,1.7,80.3,0,22.265625,18.5,Female,0
23.7,55,0.57,1.1,44,0.03,26.20307382,18.5,Female,0
23.1,35,0.75,1.1,58,0.04,25.30617306,30.9,Male,0
25,45,1,1.1,28,0.02,24.20811,21.3,Male,0
28.2,45,0.74,1.1,83.1,0.18,25.68052473,29.5,Male,0
26.2,25,0.57,1.4,58,0.39,20.666708,30.8,Female,0
21.8,55,0.93,1.1,78.8,0.01,24.18745276,18.5,Female,0
23.6,45,0.7,1.4,45.1,0.02,25.18107741,18.5,Male,0
25.7,35,0.68,1.6,59.7,0.46,26.29757785,30.8,Male,0
36.5,45,0.53,1.1,44.9,0.5,26.20307382,30.9,Male,2
26,45,0.87,1.3,46.6,0.19,25.79994961,29.9,Female,0
24.3,35,0.7,1.3,48.1,0.06,23.4375,18.5,Male,0
19.9,45,0.7,1.1,88.3,0.01,24.5851167,18.5,Male,-1
25.3,35,0.7,1.4,42,0.04,29.3877551,30.9,Male,0
28,35,0.71,1.1,68.7,0.15,17.24263804,30.8,Female,-1
25.7,25,0.7,1.3,62.4,0.44,23.91456998,38.1,Male,-1
24,35,0.74,1.3,54.8,0.14,24.20811,30.9,Male,0
24.6,35,0.59,1.7,59.7,0.01,24.18745276,30.9,Female,0
26.9,25,0.71,1.1,62.5,0.14,21.64127424,30.8,Female,-1
